node_key,level1_id
CANONICAL_ENTITY:BRITISH_EMBASSY,9
CANONICAL_ENTITY:BRITISH_FOREIGN_OFFICE,1
CANONICAL_ENTITY:BRITISH_OFFICIALS,0
CANONICAL_ENTITY:BRUSSELS,1
CANONICAL_ENTITY:BUKAVU,1
CANONICAL_ENTITY:BULGARIA,2
CANONICAL_ENTITY:BURMA,2
CANONICAL_ENTITY:BURMA_TRADE_UNION_CONGRESS,0
CANONICAL_ENTITY:BURMESE_ARMY,0
CANONICAL_ENTITY:BURMESE_GOVERNMENT,0
CANONICAL_ENTITY:CABINDA,4
CANONICAL_ENTITY:CAIRO,1
CANONICAL_ENTITY:CAMARA_PINA,4
CANONICAL_ENTITY:CAMBODIA,0
CANONICAL_ENTITY:CAMEROUN,3
CANONICAL_ENTITY:CANADA,2
CANONICAL_ENTITY:CANADIAN_COMMUNICATIONS_PERSONNEL,1
CANONICAL_ENTITY:CANADIAN_DELEGATION,0
CANONICAL_ENTITY:CANARY_ISLANDS,2
CANONICAL_ENTITY:CANTON,0
CANONICAL_ENTITY:CAPE_VERDE,4
CANONICAL_ENTITY:CAPE_VERDE_ISLANDS,4
CANONICAL_ENTITY:CASABLANCA_CONFERENCE,3
CANONICAL_ENTITY:CASTRO_REGIME,2
CANONICAL_ENTITY:CENTO,5
CANONICAL_ENTITY:CENTRAL_BANK,8
CANONICAL_ENTITY:CENTRAL_INTELLIGENCE_BULLETIN,6
CANONICAL_ENTITY:CENTRAL_STATISTICAL_BOARD,2
CANONICAL_ENTITY:CEYLON,2
CANONICAL_ENTITY:CEYLONESE_FINANCE_MINISTER,2
CANONICAL_ENTITY:CHANG_ADMINISTRATION,3
CANONICAL_ENTITY:CHANG_MYON,3
CANONICAL_ENTITY:CHANG_MYON_GOVERNMENT,3
CANONICAL_ENTITY:CHARLES_DE_GAULLE,5
CANONICAL_ENTITY:CHEN_YI,0
CANONICAL_ENTITY:CHE_GUEVARA,1
CANONICAL_ENTITY:CHIANG_CHING_KUO,0
CANONICAL_ENTITY:CHIANG_KAI_SHEK,2
CANONICAL_ENTITY:CHIEF_LUTHULI,5
CANONICAL_ENTITY:CHILE,10
CANONICAL_ENTITY:CHIN,2
CANONICAL_ENTITY:CHINESE_COMMUNISTS,0
CANONICAL_ENTITY:CHINESE_COMMUNIST_FORCES,0
CANONICAL_ENTITY:CHINESE_COMMUNIST_GOVERNMENT,1
CANONICAL_ENTITY:CHINESE_COMMUNIST_NAVY,5
CANONICAL_ENTITY:CHINESE_COMMUNIST_PARTY,2
CANONICAL_ENTITY:CHINESE_COMMUNIST_TROOPS,0
CANONICAL_ENTITY:CHINESE_NATIONALISTS,2
CANONICAL_ENTITY:CHINESE_NATIONALIST_AIR_FORCE,0
CANONICAL_ENTITY:CHINESE_NATIONALIST_IRREGULARS,0
CANONICAL_ENTITY:CHINESE_NATIONALIST_OFFICIALS,2
CANONICAL_ENTITY:CHINESE_NATIONALIST_TROOPS,0
CANONICAL_ENTITY:CHOSEN_SOREN,3
CANONICAL_ENTITY:CHOU,1
CANONICAL_ENTITY:CHOU_EN_LAI,2
CANONICAL_ENTITY:CHRISTIAN_DEMOCRATIC_PARTY,6
CANONICAL_ENTITY:CHRISTIAN_DEMOCRATIC_UNION,2
CANONICAL_ENTITY:CIUDAD_TRUJILLO,8
CANONICAL_ENTITY:CIVIL_MILITARY_JUNTA,1
CANONICAL_ENTITY:COLOMBIA,2
CANONICAL_ENTITY:COLOMBIAN_COMMUNIST_PARTY,2
CANONICAL_ENTITY:COLOMBIAN_FOREIGN_MINISTER_TURBAY,10
CANONICAL_ENTITY:COLOMBIAN_GOVERNMENT,8
CANONICAL_ENTITY:COLOMBO,2
CANONICAL_ENTITY:COLONEL_ANIBAL_PORTILLO,5
CANONICAL_ENTITY:COLONEL_CASTILLO_NAVARETTE,5
CANONICAL_ENTITY:COLONEL_KHAMOUANE,0
CANONICAL_ENTITY:COLONEL_LOPEZ,5
CANONICAL_ENTITY:COLONEL_ROGER_TRINQUIER,1
CANONICAL_ENTITY:COLONEL_YANEZ,5
CANONICAL_ENTITY:COLONIAL_OFFICE,8
CANONICAL_ENTITY:COL_CASTILLO_NAVARRETE,10
CANONICAL_ENTITY:COMMITTEE_OF_NATIONAL_UNION,7
CANONICAL_ENTITY:COMMONWEALTH,5
CANONICAL_ENTITY:COMMONWEALTH_PRIME_MINISTERS_CONFERENCE,5
CANONICAL_ENTITY:COMMONWEALTH_RELATIONS_OFFICE,8
CANONICAL_ENTITY:COMMON_MARKET,3
CANONICAL_ENTITY:COMMUNIST,1
CANONICAL_ENTITY:COMMUNISTS,6
CANONICAL_ENTITY:COMMUNIST_CHINA,2
CANONICAL_ENTITY:COMMUNIST_ELEMENTS,3
CANONICAL_ENTITY:COMMUNIST_PARTIES,2
CANONICAL_ENTITY:COMMUNIST_PARTY,6
CANONICAL_ENTITY:CONFEDERATION_OF_COLOMBIAN_WORKERS,2
CANONICAL_ENTITY:CONFERENCE_OF_THE_PEOPLES_OF_THE_PORTUGUESE_COLONIES,4
CANONICAL_ENTITY:CONGO,1
CANONICAL_ENTITY:CONGOLESE_FACTIONS,1
CANONICAL_ENTITY:CONGOLESE_PARLIAMENT,1
CANONICAL_ENTITY:CONGRESS_PARTY,6
CANONICAL_ENTITY:CONSERVATIVE_NATIONALIST_PARTY,5
CANONICAL_ENTITY:CONSERVATIVE_PARTY,2
CANONICAL_ENTITY:COUVE_DE_MURVILLE,4
CANONICAL_ENTITY:CROWN_PRINCE_BADR,8
CANONICAL_ENTITY:CROWN_PRINCE_FAYSAL,3
CANONICAL_ENTITY:CROWN_PRINCE_MOULAY_HASSAN,1
CANONICAL_ENTITY:CUBA,2
CANONICAL_ENTITY:CUBAN_COMMUNISTS,2
CANONICAL_ENTITY:CUBAN_COMMUNISTS_POPULAR_SOCIALIST_PARTY,2
CANONICAL_ENTITY:CUBAN_EMBASSY,0
CANONICAL_ENTITY:CUBAN_GOVERNMENT,2
CANONICAL_ENTITY:CUBAN_NATIONAL_DAY,2
CANONICAL_ENTITY:CUBAN_REVOLUTIONARY_COUNCIL,2
CANONICAL_ENTITY:CYPRUS,2
CANONICAL_ENTITY:CYPRUS_GOVERNMENT,11
CANONICAL_ENTITY:CYRANKIEWICZ,3
CANONICAL_ENTITY:CYRILLE_ADOULA,1
CANONICAL_ENTITY:CZECH,2
CANONICAL_ENTITY:CZECHOSLOVAKIA,9
CANONICAL_ENTITY:CZECHOSLOVAK_AIRLINES,2
CANONICAL_ENTITY:CZECH_OFFICIAL,2
CANONICAL_ENTITY:C_47,7
CANONICAL_ENTITY:DAGABUR,5
CANONICAL_ENTITY:DAIREN,2
CANONICAL_ENTITY:DAI_VIET_PARTY,9
CANONICAL_ENTITY:DAR_ES_SALAAM,1
CANONICAL_ENTITY:DAUD,7
CANONICAL_ENTITY:DAYAL,1
CANONICAL_ENTITY:DEAN_ACHESON,2
CANONICAL_ENTITY:DEFENSE_LOAN_FUND,2
CANONICAL_ENTITY:DEFENSE_MINISTER_BOTELHO_MONIZ,4
CANONICAL_ENTITY:DEFENSE_MINISTER_CASTILLO,1
CANONICAL_ENTITY:DELVAUX,1
CANONICAL_ENTITY:DEMOCRATIC_PARTY,7
CANONICAL_ENTITY:DEPARTMENT_OF_COMMERCE,6
CANONICAL_ENTITY:DEPARTMENT_OF_DEFENSE,6
CANONICAL_ENTITY:DEPARTMENT_OF_JUSTICE,6
CANONICAL_ENTITY:DEPARTMENT_OF_STATE,6
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_HAJEK,9
CANONICAL_ENTITY:DEPUTY_FOREIGN_MINISTER_PUSHKIN,4
CANONICAL_ENTITY:DE_GAULLE,5
CANONICAL_ENTITY:DIEM_GOVERNMENT,0
CANONICAL_ENTITY:DIEM_REGIME,0
CANONICAL_ENTITY:DJAKARTA,0
CANONICAL_ENTITY:DMITRY_POLYANSKY,2
CANONICAL_ENTITY:DNEPROGES,0
CANONICAL_ENTITY:DOCTOR_MATTHEWS,5
CANONICAL_ENTITY:DOCTOR_ZUMA,5
CANONICAL_ENTITY:DOLINSK,0
CANONICAL_ENTITY:DOMINICAN_DICTATOR_TRUJILLO,0
CANONICAL_ENTITY:DOMINICAN_MILITARY_INTELLIGENCE_SERVICE_SIM,8
CANONICAL_ENTITY:DOMINICAN_REPUBLIC,8
CANONICAL_ENTITY:DOMINION_PARTY,8
CANONICAL_ENTITY:DRV,0
CANONICAL_ENTITY:DR_FABIO_CASTILLO,5
CANONICAL_ENTITY:DR_ISRAEL_BAER,5
CANONICAL_ENTITY:DR_JOSE_ANTONIO_RODRIGUEZ_PORTH,5
CANONICAL_ENTITY:DUTCH,5
CANONICAL_ENTITY:DUTT,2
CANONICAL_ENTITY:EAST_BERLIN,9
CANONICAL_ENTITY:EAST_GERMANY,2
CANONICAL_ENTITY:ECUADOR,7
CANONICAL_ENTITY:ECUADOREAN_GOVERNMENT,6
CANONICAL_ENTITY:EEC,5
CANONICAL_ENTITY:EFTA,3
CANONICAL_ENTITY:EGYPT,3
CANONICAL_ENTITY:EGYPTIAN_NATIONAL_BANK,1
CANONICAL_ENTITY:EIB,3
CANONICAL_ENTITY:EISAKU_SATO,4
CANONICAL_ENTITY:ELBRICK,4
CANONICAL_ENTITY:ELISABETHVILLE,1
CANONICAL_ENTITY:ELISABETHVILLE_AIRPORT,0
CANONICAL_ENTITY:EL_SALVADOR,5
CANONICAL_ENTITY:EMPEROR,9
CANONICAL_ENTITY:ENVER_HOXHA,2
CANONICAL_ENTITY:EOKA,11
CANONICAL_ENTITY:EQUATEUR_PROVINCE,1
CANONICAL_ENTITY:ETHIOPIA,5
CANONICAL_ENTITY:ETHIOPIAN_TROOPS,0
CANONICAL_ENTITY:EUROPEAN_COMMON_MARKET,3
CANONICAL_ENTITY:EVANGELICAL_CHURCH,9
CANONICAL_ENTITY:EXECUTIVE_OFFICES_OF_THE_WHITE_HOUSE,6
CANONICAL_ENTITY:EYSKENS_GOVERNMENT,3
CANONICAL_ENTITY:EYSKENS_SOCIAL_CHRISTIAN_LIBERAL_GOVERNMENT,3
CANONICAL_ENTITY:FANFANI,6
CANONICAL_ENTITY:FANFANI_CABINET,3
CANONICAL_ENTITY:FAYSAL,3
CANONICAL_ENTITY:FAZIL_KUCHUK,11
CANONICAL_ENTITY:FEDERAL_BUREAU_OF_INVESTIGATION,6
CANONICAL_ENTITY:FEDERATION_OF_RHODESIA_AND_NYASALAND,1
CANONICAL_ENTITY:FELICIANO_AVELAR,5
CANONICAL_ENTITY:FERHAT_ABBAS,5
CANONICAL_ENTITY:FERNANDO_POO_ISLAND,2
CANONICAL_ENTITY:FEYZIOGLU,7
CANONICAL_ENTITY:FIDEL_CASTRO,2
CANONICAL_ENTITY:FINANCE_MINISTER_MIZUTA,4
CANONICAL_ENTITY:FINANCE_MINISTER_SHAHA,6
CANONICAL_ENTITY:FLN,4
CANONICAL_ENTITY:FOREIGN_MINISTER_WIGNY,4
CANONICAL_ENTITY:FRANCE,4
CANONICAL_ENTITY:FRANCISCO_CARLOS_DE_CASTRO_NEVES,2
CANONICAL_ENTITY:FRANCOIS_DUVALIER,0
CANONICAL_ENTITY:FRANKFURT_PAPER,2
CANONICAL_ENTITY:FRENCH_AIR_FORCE,5
CANONICAL_ENTITY:FRENCH_AMBASSADOR_FALAIZE,0
CANONICAL_ENTITY:FRENCH_EMBASSY,4
CANONICAL_ENTITY:FRENCH_FOREIGN_MINISTER_COUVE_DE_MURVILLE,4
CANONICAL_ENTITY:FRENCH_FOREIGN_MINISTRY,0
CANONICAL_ENTITY:FRENCH_GOVERNMENT,0
CANONICAL_ENTITY:FRENCH_MILITARY,3
CANONICAL_ENTITY:FRENCH_REPRESENTATION_IN_LAOS,0
CANONICAL_ENTITY:FRENCH_TROOPS,0
CANONICAL_ENTITY:FROL_KOZLOV,2
CANONICAL_ENTITY:FRONT_FOR_FRENCH_ALGERIA,5
CANONICAL_ENTITY:GABREDARRE,5
CANONICAL_ENTITY:GALVAO,4
CANONICAL_ENTITY:GARY_POWERS,2
CANONICAL_ENTITY:GAVIN,4
CANONICAL_ENTITY:GBENYE,1
CANONICAL_ENTITY:GENERALISSIMO_RAFAEL_TRUJILLO,8
CANONICAL_ENTITY:GENERAL_ALAVI_MOQADAM,2
CANONICAL_ENTITY:GENERAL_ALEXANDER,1
CANONICAL_ENTITY:GENERAL_AMIR_AZIZI,2
CANONICAL_ENTITY:GENERAL_BELEZA_FERRAZ,4
CANONICAL_ENTITY:GENERAL_CLARK,3
CANONICAL_ENTITY:GENERAL_CONFEDERATION_OF_LABOR,6
CANONICAL_ENTITY:GENERAL_DAWEE,3
CANONICAL_ENTITY:GENERAL_DELGADO,4
CANONICAL_ENTITY:GENERAL_FEDERATION_OF_BELGIAN_WORKERS,3
CANONICAL_ENTITY:GENERAL_FEDERATION_OF_BELGIAN_WORKERS_FGTB,3
CANONICAL_ENTITY:GENERAL_FRANCO,4
CANONICAL_ENTITY:GENERAL_HEDAYAT,5
CANONICAL_ENTITY:GENERAL_KHANH,3
CANONICAL_ENTITY:GENERAL_LUNDULA,1
CANONICAL_ENTITY:GENERAL_MACARTHUR,3
CANONICAL_ENTITY:GENERAL_MAURICE_CHALLE,5
CANONICAL_ENTITY:GENERAL_MENGHISTU,9
CANONICAL_ENTITY:GENERAL_NASUTION,0
CANONICAL_ENTITY:GENERAL_NE_WIN,2
CANONICAL_ENTITY:GENERAL_NGUYEN_CHI_THANH,4
CANONICAL_ENTITY:GENERAL_OUANE,0
CANONICAL_ENTITY:GENERAL_PHOUMI,0
CANONICAL_ENTITY:GENERAL_TIMUR_BAKHTIAR,2
CANONICAL_ENTITY:GENERAL_TORANZO_MONTERO,6
CANONICAL_ENTITY:GENERAL_VO_NGUYEN_GIAP,4
CANONICAL_ENTITY:GENEVA,0
CANONICAL_ENTITY:GENEVA_AGREEMENTS,1
CANONICAL_ENTITY:GENEVA_CO_CHAIRMEN,4
CANONICAL_ENTITY:GENNADY_VORONOV,2
CANONICAL_ENTITY:GEORGIA,2
CANONICAL_ENTITY:GERMANY,3
CANONICAL_ENTITY:GERMAN_DEMOCRATIC_UNION,1
CANONICAL_ENTITY:GERMAN_FOREIGN_MINISTRY,7
CANONICAL_ENTITY:GHANA,1
CANONICAL_ENTITY:GHANAIAN_UN_TROOPS,1
CANONICAL_ENTITY:GIOVANNI_MALAGODI,6
CANONICAL_ENTITY:GIZENGA,1
CANONICAL_ENTITY:GIZENGAS_STANLEYVILLE_REGIME,6
CANONICAL_ENTITY:GIZENGA_DISSIDENTS,1
CANONICAL_ENTITY:GIZENGA_REGIME,1
CANONICAL_ENTITY:GOMULKA,4
CANONICAL_ENTITY:GORKHA_PARISHAD,6
CANONICAL_ENTITY:GOVERNMENT,0
CANONICAL_ENTITY:GOVERNMENT_FORCES,0
CANONICAL_ENTITY:GREECE,3
CANONICAL_ENTITY:GROMYKO,2
CANONICAL_ENTITY:GUANTANAMO,2
CANONICAL_ENTITY:GUATEMALA,7
CANONICAL_ENTITY:GUILLAUME,7
CANONICAL_ENTITY:GUINEA,9
CANONICAL_ENTITY:GURSEL,7
CANONICAL_ENTITY:G_P_MALALASEKERA,2
CANONICAL_ENTITY:HAARETZ,5
CANONICAL_ENTITY:HABES_MAJALLI,8
CANONICAL_ENTITY:HAILE_SELASSIE,3
CANONICAL_ENTITY:HAINAN_ISLAND,2
CANONICAL_ENTITY:HAIPHONG,0
CANONICAL_ENTITY:HAITI,0
CANONICAL_ENTITY:HAMMARSKJOLD,1
CANONICAL_ENTITY:HANKOW,0
CANONICAL_ENTITY:HANOI,0
CANONICAL_ENTITY:HARBIN,2
CANONICAL_ENTITY:HAVANA,10
CANONICAL_ENTITY:HAYATO_IKEDA,0
CANONICAL_ENTITY:HENRIQUE_GALVAO,4
CANONICAL_ENTITY:HONDURAS,5
CANONICAL_ENTITY:HOSSEIN_QODS_NAKHAI,2
CANONICAL_ENTITY:HO_CHI_MINH,4
CANONICAL_ENTITY:HUMBERTO_DELGADO,4
CANONICAL_ENTITY:HUNGARY,10
CANONICAL_ENTITY:HUNZA,3
CANONICAL_ENTITY:IBERIAN_LIBERATION_MOVEMENT,2
CANONICAL_ENTITY:IBRD,3
CANONICAL_ENTITY:ICHIRO_KONO,4
CANONICAL_ENTITY:IKEDA,4
CANONICAL_ENTITY:IKEDA_GOVERNMENT,11
CANONICAL_ENTITY:ILEO,1
CANONICAL_ENTITY:ILEO_GOVERNMENT,9
CANONICAL_ENTITY:IL_14,7
CANONICAL_ENTITY:IMAM,8
CANONICAL_ENTITY:IMAM_OF_YEMEN,8
CANONICAL_ENTITY:INDIA,1
CANONICAL_ENTITY:INDIAN_AMBASSADOR_RATNAM,0
CANONICAL_ENTITY:INDIAN_CHAIRMAN_OF_THE_ICC,0
CANONICAL_ENTITY:INDIAN_COMMUNIST_PARTY,2
CANONICAL_ENTITY:INDIAN_GOVERNMENT,2
CANONICAL_ENTITY:INDIAN_TROOPS,1
CANONICAL_ENTITY:INDONESIA,0
CANONICAL_ENTITY:INDONESIAN_COMMUNIST_PARTY,0
CANONICAL_ENTITY:INDONESIAN_PRESIDENT_SUKARNO,0
CANONICAL_ENTITY:INONU,7
CANONICAL_ENTITY:INTERIOR_MINISTER_MUNONGO,9
CANONICAL_ENTITY:INTERNATIONAL_CONTROL_COMMISSION,0
CANONICAL_ENTITY:INTERNATIONAL_MONETARY_FUND,3
CANONICAL_ENTITY:INTERNATIONAL_RED_CROSS,1
CANONICAL_ENTITY:INTER_AMERICAN_CONFERENCE,6
CANONICAL_ENTITY:INTER_AMERICAN_DEVELOPMENT_BANK,6
CANONICAL_ENTITY:IRAN,2
CANONICAL_ENTITY:IRANIAN_GOVERNMENT,3
CANONICAL_ENTITY:IRAQ,3
CANONICAL_ENTITY:IRAQI_COMMUNISTS,3
CANONICAL_ENTITY:IRAQI_MILITARY_COURTS,3
CANONICAL_ENTITY:IRAQ_PETROLEUM_COMPANY,3
CANONICAL_ENTITY:ISFAHAN,5
CANONICAL_ENTITY:ISRAEL,3
CANONICAL_ENTITY:ITALIAN_GOVERNMENT,6
CANONICAL_ENTITY:ITALIAN_LIBERAL_PARTY,8
CANONICAL_ENTITY:ITALIAN_SOCIAL_MOVEMENT,3
CANONICAL_ENTITY:ITALY,3
CANONICAL_ENTITY:IZVESTIA,2
CANONICAL_ENTITY:JACQUES_SOUSTELLE,3
CANONICAL_ENTITY:JANIO_QUADROS,2
CANONICAL_ENTITY:JAPAN,3
CANONICAL_ENTITY:JASON_SENDWE,1
CANONICAL_ENTITY:JEAN_BOLIKANGO,1
CANONICAL_ENTITY:JEAN_MONNET,5
CANONICAL_ENTITY:JOMO_KENYATTA,8
CANONICAL_ENTITY:JORDAN,3
CANONICAL_ENTITY:JORDANIAN_AGENTS,3
CANONICAL_ENTITY:JOSEPH_ILEO,1
CANONICAL_ENTITY:JOSE_CHIRIBOGA,7
CANONICAL_ENTITY:JOSE_ENRIQUE_VALIENTE,5
CANONICAL_ENTITY:JOSHUA_NKOMO,8
CANONICAL_ENTITY:JULIO_RIVERA,5
