doc_id,source_id,paragraph_id,subject,date,model,source,target,relation,evidence,confidence
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,ent_3,ent_1,REQUEST,the Boun Oum government will probably ask for overt outside assistance,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,ent_5,ent_6,AFFILIATION,the ruling Committee of National Union (CNU),0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,ent_7,ent_5,EVENT_PARTICIPANT,Finance Minister Alican resigned,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Gursel,event_0,EVENT_PARTICIPANT,President Gursel full freedom of action,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,CNU,event_0,CAUSAL,The CNU may have prompted the resignations,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Ayub,event_1,EVENT_PARTICIPANT,President Ayub has recently expressed concern,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Ayub,Pakistan,AFFILIATION,President Ayub has made it clear that Pakistan remains committed to its alliance with the United States.,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,General Ne Win,Burmese Government,EVENT_PARTICIPANT,Senior Burmese Army officers have obtained assurances from General Ne Win.,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Prime Minister Nu,Burmese Government,AFFILIATION,"under Prime Minister Nu, administrative deterioration has occurred.",0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Nu,Union party,AFFILIATION,Nu considered the party poorly organized.,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Kyaw Dun,Union party,AFFILIATION,Kyaw Dun is the Secretary General of the Union party.,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,De Gaulle,Algeria,OTHER_RELATED,De Gaulle's Algerian policy.,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Marshal Alphonse Juin,French officers,COMMUNICATION,Juin's letter has reportedly stimulated considerable thought among French officers.,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Guillaume,Marshal Alphonse Juin,SUPPORT,16 reserve army generals have publicly endorsed Juin's appeal.,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Jose Chiriboga,Soviet Union,COMMUNICATION,discussing with the Russian ambassador future visits of a commercial nature,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Ecuador,Czechoslovakia,AGREEMENT,contract for technical equipment has now been signed,0.7
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,Ponce administration,Velasco administration,TEMPORAL,the conservative Ponce administration which preceded the incumbent administration of President Velasco,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Khrushchev,new US administration,COMMUNICATION,Khrushchev reportedly cites need to establish contact with new US administration.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Nigeria,France,OPPOSITION,Nigeria severs diplomatic relations with France.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Dominican Republic,USSR,REQUEST,Dominican Republic seeks diplomatic relations with USSR.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,ent_0,ent_1,OPPOSITION,Somali defense officials... favor UAR assistance,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,ent_2,ent_0,SUPPORT,An offer by Britain... to establish a joint military advisory mission,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,ent_3,ent_0,SUPPORT,An offer by Italy... to establish a joint military advisory mission,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,ent_6,ent_5,EVENT_PARTICIPANT,The UN Command in Leopoldville has airlifted a team,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,ent_8,ent_7,AFFILIATION,dissidents now moving to install a new government in Kivu Province under Lumumba's erstwhile information minister,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,ent_10,ent_11,COMMUNICATION,"Kuznetsov, in a discussion with the British ambassador",0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Dominican Republic,USSR,REQUEST,The Dominican Republic desires to re-establish diplomatic relations with the USSR.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Prime Minister Balewa,France,COMMUNICATION,Prime Minister Balewa's government severed diplomatic ties with Paris.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Nigeria,South Africa,OPPOSITION,The failure of leading Western nations to react more vigorously to South Africa's suppression of native rioting has damaged the general Western image in Nigeria.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Lumumba,Colonel Mobutu,EVENT_PARTICIPANT,the arrest of Lumumba by Colonel Mobutu's forces,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Balewa,USSR,NEGOTIATION,Balewa's reported invitation to the Soviet ambassador in Ghana,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Somali Army,UAR,SUPPORT,Somali defense officials who favor UAR assistance,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Anglo-Italian negotiating team,Somali Army,EVENT_PARTICIPANT,"joint Anglo-Italian negotiating team, which arrived in Mogadiscio",0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Somali Army,UAR,AFFILIATION,considering UAR assistance for training the army's combat elements,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,UAR,Cairo,EVENT_PARTICIPANT,weapons promised by Cairo--presumably under the accords reached by Nasir and Prime Minister Abdi-rascid,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Jean Bolikango,Portuguese ambassador,COMMUNICATION,approached the Portuguese ambassador in Leopoldville,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Kasavubu,Congo round-table conference,REQUEST,Kasavubu's proposal for a Congo round-table conference,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Kimba,Kasavubu,OPPOSITION,Kimba expressed 'surprise' at Kasavubu's proposal,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Tshombé,Belgian military adviser,AFFILIATION,Tshombé's Belgian military adviser recently characterized Katanga's militia.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Kong Le - Pathet Lao forces,Xieng Khouang Province,EVENT_LOCATION,Kong Le - Pathet Lao forces retain the initiative in Xieng Khouang Province.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Soviet IL-14s,Laos,EVENT_PARTICIPANT,The ten Soviet IL-14s based at Hanoi flew logistic support missions into Laos.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Souvanna Phouma,International Control Commission,REQUEST,Souvanna's consent is a prerequisite to reactivation of the ICC.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Chinese Communists,Boun Oum government,OPPOSITION,Chinese Foreign Minister Chen Yi said any reconvened ICC must not have any contact with the Boun Oum government.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,North Vietnam,Prince Sihanouk,SUPPORT,North Vietnam endorsed a proposal by Prince Sihanouk for an international meeting on Laos.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,US,China,OPPOSITION,Warnings against further US intervention in Laos came from Chinese Communist leaders.,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Dominican Republic,Soviet Union,REQUEST,desire of the Dominican Republic to re-establish diplomatic relations with the Soviet Union,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Generalissimo Rafael Trujillo,Ramfis Trujillo,AFFILIATION,advice recently given Generalissimo Rafael Trujillo by his son Ramfis,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Dominican Military Intelligence Service (SIM),Dominican exiles,SUPPORT,recommended that Dominican exiles be invited to return,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Dominican Republic,OAS,OPPOSITION,The regime reacted to the new OAS sanctions,0.7
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,Radio Caribe,US Consulate,COMMUNICATION,urged that the US Consulate be picketed,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Pathet Lao,Laos,EVENT_PARTICIPANT,the fall of Nam Bac to the Pathet Lao increases the threat to Luang Prabang,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Gizenga dissidents,Kivu Province,EVENT_PARTICIPANT,The Gizenga dissidents appear to have assumed control of the governmental apparatus in Kivu Province,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Baluba tribesmen,Tshombe,OPPOSITION,Baluba leaders recently reiterated their opposition to Tshombe,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Soviet Deputy Foreign Minister Zorin,UN Security Council,REQUEST,called for a meeting of the UN Security Council as soon as possible,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Jordan,Iraq,REQUEST,"Jordan, which extended recognition to Qasim's Iraqi regime in October 1960, is now seeking financial assistance from Iraq.",0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Qasim,Jordan,SUPPORT,Qasim is reported to be favorably disposed toward the request.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Iraq,Jordan,OPPOSITION,Financial aid to Jordan probably would arouse considerable opposition among the Iraqis.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Belgium,Eyskens' Social Christian - Liberal government,OPPOSITION,The government has given no indication that it intends to agree to Socialist demands.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,De Gaulle,Algeria,SUPPORT,De Gaulle is expected to consider the referendum vote as a mandate to accelerate his search for an early solution of the Algerian problem.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Algerian rebel leaders,Tunis,EVENT_LOCATION,Algerian rebel leaders are to meet in Tunis tomorrow.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Nam Bac,Luang Prabang,EVENT_LOCATION,The loss of Nam Bac village to the Pathet Lao increases the threat to Luang Prabang.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Ouane,Muong Sai,AFFILIATION,The government plans to send general Ouane to Muong Sai to set up defenses there.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Kham Kong,Pak Sane,EVENT_LOCATION,His headquarters will be at Pak Sane.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Kham Kong,Tha Thom,EVENT_LOCATION,He plans to establish a command post at Tha Thom.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,North Vietnam,Pathet Lao,SUPPORT,North Vietnamese communications reflected the flights of 16 of 20 scheduled aircraft.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Souvanna Phouma,King Savang,COMMUNICATION,Souvanna Phouma does not appear disposed to accept King Savang's offer of an early audience.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Jordan,Iraq,REQUEST,Jordan Seeking Financial Aid From Iraq,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Iraq,Jordan,SUPPORT,Iraqi Prime Minister Qasim is favorably disposed toward a Jordanian request for financial assistance.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Belgium,General Federation of Belgian Workers,EVENT_PARTICIPANT,the 7 January vote by the Socialist-controlled General Federation of Belgian Workers to continue the strikes.,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Eyskens,Social Christian - Liberal government,AFFILIATION,Prime Minister Eyskens' Social Christian - Liberal government,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Social Christian - Liberal government,Roman Catholic trade union federation,SUPPORT,He has the support of the powerful Roman Catholic trade union federation,0.7
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,Walloon Socialist deputies,Social Christian - Liberal government,OPPOSITION,refusal of both sides to retreat from their basic positions,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Communist China,Burma,SUPPORT,Communist China is embarking on a major effort to expand its economic and political ties with Burma.,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Chou En-lai,Burma,EVENT_PARTICIPANT,"Chou En-lai’s trip to Rangoon, where the instruments of ratification of the border treaty were exchanged.",0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Laos,Communist airlift,EVENT_PARTICIPANT,The Communist airlift into Laos continues.,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Mobutu regime,Gizenga,OPPOSITION,Indications that the Gizenga dissidents are continuing to extend their control.,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Mobutu regime,Tshombe,EVENT_PARTICIPANT,Mobutu's emissary is in Elisabethville for talks with Katanga President Tshombe.,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,UN,Mobutu regime,COMMUNICATION,Mobutu’s commissioner for finance assured UN representative Dayal.,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Cuba,Fidel Castro,AFFILIATION,Fidel Castro intends to save his Cuba.,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Cuba,OAS,SUPPORT,Officials of a number of Latin American countries have stated that they would support multilateral action severing diplomatic ties with the Castro regime.,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,ent_1,ent_2,COMMUNICATION,"the Mexican ambassador, who professed to have gotten the report from a Czech official",0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,ent_4,ent_5,SUPPORT,"the Soviets, whose advice would have some weight with Castro",0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,ent_7,ent_8,EVENT_LOCATION,reported in late November on Hainan Island,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,ent_9,ent_7,EVENT_LOCATION,Anti-Communist slogans were painted on the walls of official buildings in Paso,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,ent_10,ent_7,EVENT_LOCATION,A similar report has been received from Dairen,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,ent_0,event_0,EVENT_LOCATION,relief campaign to assist the people of Shantung,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,ent_4,event_2,EVENT_PARTICIPANT,OAS members began discussions,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,ent_5,event_2,EVENT_PARTICIPANT,Turbay told the US ambassador,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p3,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,ent_6,event_2,EVENT_PARTICIPANT,Tello had already advised the US Embassy,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Brazil,President-elect,EVENT_PARTICIPANT,policy making is virtually suspended pending the President-elect’s return,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Ecuadorean Government,Inter-American Conference,EVENT_PARTICIPANT,preparing to play host to the 11th Inter-American Conference,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Chile,Castro,OPPOSITION,hopes to keep the Cuban problem out of the congressional election campaign,0.7
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,Argentina,Cuba,MENTIONS,sharpest critic of Cuba among the major Latin American countries,0.7
