doc_id,source_id,paragraph_id,subject,date,model,local_id,label,type,location,description,confidence,node_key
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p4,CENTRAL INTELLIGENCE BULLETIN,February or March,gpt-4o-mini,event_2,Potential army takeover in Burma,Other,Burma,An army takeover may occur due to dissatisfaction with the government.,0.7,2000168_CIA-RDP79T00975A005500040001-6::p4::event_2
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,February,gpt-4o-mini,event_0,National party conference,Meeting,,A conference scheduled for February to address party control.,0.7,2000168_CIA-RDP79T00975A005500040001-6::p5::event_0
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,6-8 January,gpt-4o-mini,event_1,Referendum on Algerian policy,PolicyAction,France,Government's decision to hold a referendum on its Algerian policy.,0.7,2000168_CIA-RDP79T00975A005500040001-6::p5::event_1
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p5,CENTRAL INTELLIGENCE BULLETIN,9-13 December,gpt-4o-mini,event_2,De Gaulle's visit,Travel,Algeria,De Gaulle's visit to Algeria during which pro-rebel demonstrations occurred.,0.7,2000168_CIA-RDP79T00975A005500040001-6::p5::event_2
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-04,gpt-4o-mini,event_0,Meeting with Soviet Ambassador,Meeting,Ecuador,Jose Chiriboga discussed future visits of a commercial nature with the Russian ambassador.,0.7,2000168_CIA-RDP79T00975A005500040001-6::p6::event_0
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,event_1,General strike planning,Demonstration,Oran,Both Moslems and Europeans in Oran are planning a general strike.,0.7,2000168_CIA-RDP79T00975A005500040001-6::p6::event_1
2000168_CIA-RDP79T00975A005500040001-6,CIA-RDP79T00975A005500040001-6,p6,CENTRAL INTELLIGENCE BULLETIN,1960-12,gpt-4o-mini,event_2,Technical equipment contract signed,PolicyAction,Ecuador,Contract for technical equipment signed between Ecuador and Czechoslovakia.,0.7,2000168_CIA-RDP79T00975A005500040001-6::p6::event_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-02,gpt-4o-mini,event_0,Postponement of Soviet party congress,Other,Moscow,Khrushchev announced the postponement of the Soviet party congress.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p0::event_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,event_1,Severance of diplomatic relations,Other,Nigeria,Nigeria severed diplomatic relations with France.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p0::event_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p0,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_2,Seeking diplomatic relations,Other,Dominican Republic,Dominican Republic seeks diplomatic relations with USSR.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p0::event_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Joint military advisory mission proposal,Negotiation,Somali Republic,Proposal for a joint military advisory mission by Britain and Italy opposed by Somali defense officials.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p1::event_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-12-31,gpt-4o-mini,event_1,Investigation of UAR aid landing,Communication,"Equateur Province, Congo",UN Command investigates UAR aid landing for Gizenga dissidents.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p1::event_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,event_2,Soviet airlift into Laos,MilitaryAction,Laos,Ongoing Soviet airlift operations in Laos.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p1::event_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,event_3,Hanoi memorandum issuance,Communication,,Hanoi issues a memorandum addressing Western charges of intervention in Laos.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p1::event_3
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-03,gpt-4o-mini,event_4,Discussion on ICC reactivation,Communication,,Kuznetsov discusses prerequisites for ICC reactivation with the British ambassador.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p1::event_4
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,event_0,Severance of diplomatic ties,Communication,Nigeria,Prime Minister Balewa's government severed diplomatic ties with France.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p2::event_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p2,CENTRAL INTELLIGENCE BULLETIN,1961-12-13,gpt-4o-mini,event_1,Desire to re-establish diplomatic relations,Communication,Dominican Republic,The Dominican Republic instructed its UN delegation to notify the USSR of its desire to re-establish diplomatic relations.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p2::event_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,early December,gpt-4o-mini,event_0,Arrest of Lumumba,Arrest,Congo,Lumumba was arrested by Colonel Mobutu's forces,0.7,2000169_CIA-RDP79T00975A005500060001-4::p3::event_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,recently,gpt-4o-mini,event_1,Balewa's visit to Tunis and London,Travel,Tunis and London,Balewa visited to play a mediatory role between France and the rebels,0.7,2000169_CIA-RDP79T00975A005500060001-4::p3::event_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,11 January,gpt-4o-mini,event_2,Invitation to Soviet ambassador,Communication,Lagos,Balewa invited the Soviet ambassador to discuss diplomatic relations,0.7,2000169_CIA-RDP79T00975A005500060001-4::p3::event_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p3,CENTRAL INTELLIGENCE BULLETIN,late December,gpt-4o-mini,event_3,Negotiation for military assistance,Negotiation,Mogadiscio,Anglo-Italian team discussed military assistance with Somali officials,0.7,2000169_CIA-RDP79T00975A005500060001-4::p3::event_3
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Delivery of weapons,Other,Cairo,Delivery of the first consignment of weapons promised by Cairo.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p4::event_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,Clashes between Somalis and Ethiopian security forces,Violence,"Haud region, eastern Ethiopia",Sporadic clashes occurring between tribes from both sides of the border.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p4::event_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_2,Installation of new government,Other,Kivu Province,Gizenga dissidents moving to install a new government.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p4::event_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_3,Request for Portuguese support,Communication,Leopoldville,Bolikango approached the Portuguese ambassador for support.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p4::event_3
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,25 January,gpt-4o-mini,event_4,Proposal for Congo round-table conference,Meeting,Leopoldville,Kasavubu proposed a round-table conference.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p4::event_4
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p4,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_5,Security problems in Katanga,Other,Katanga,Tshombé faces major security problems due to Baluba depredations.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p4::event_5
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,event_0,Fall of Ban Ban,Violence,"Ban Ban, Xieng Khouang Province, Laos",Government outpost at Ban Ban appears to have fallen under enemy pressure.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p5::event_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-06,gpt-4o-mini,event_1,Logistic support missions,MilitaryAction,Laos,Soviet IL-14s flew logistic support missions into Laos.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p5::event_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,event_2,Scheduled flights into Laos,MilitaryAction,"Vang Vieng area, Laos",Soviet and North Vietnamese aircraft scheduled for flights into Laos.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p5::event_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p5,CENTRAL INTELLIGENCE BULLETIN,1961-01-06,gpt-4o-mini,event_3,Observation of Soviet helicopters,MilitaryAction,Between Haiphong and Hanoi,Four Soviet MI-1 helicopters were noted flying between Haiphong and Hanoi.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p5::event_3
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1960-12-28,gpt-4o-mini,event_0,Declaration by Chinese Communists,Communication,,Chinese Foreign Minister Chen Yi declared that any reconvened ICC must not contact the Boun Oum government.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p6::event_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,International meeting proposal,Meeting,some neutral country,Proposal for an international meeting on Laos endorsed by North Vietnam.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p6::event_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-06,gpt-4o-mini,event_2,Warnings against US intervention,Communication,Rangoon,Chou En-lai warned that US intervention endangered peace.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p6::event_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p6,CENTRAL INTELLIGENCE BULLETIN,1961-01-06,gpt-4o-mini,event_3,Warning by Chu Teh,Communication,Cuban Embassy in Peiping,Chu Teh warned that US actions in Laos endangered China's security.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p6::event_3
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Notification of desire to re-establish diplomatic relations,Communication,,The Dominican UN delegation was instructed to notify the Soviet delegation of the desire to re-establish diplomatic relations.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p7::event_0
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,Accusation against US consul general,Communication,,The regime reacted to the new OAS sanctions by accusing the US consul general of being a spy.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p7::event_1
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,event_2,Picketing of US Consulate,Demonstration,US Consulate,About 25 persons gathered around the consulate carrying signs 'Imperialist Yankees Get Out.',0.7,2000169_CIA-RDP79T00975A005500060001-4::p7::event_2
2000169_CIA-RDP79T00975A005500060001-4,CIA-RDP79T00975A005500060001-4,p7,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_3,Shelving of law to expel US citizens,PolicyAction,,The Dominican Congress reportedly has shelved temporarily a law to expel all US citizens.,0.7,2000169_CIA-RDP79T00975A005500060001-4::p7::event_3
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-09,gpt-4o-mini,event_0,Fall of Nam Bac,MilitaryAction,"Nam Bac, Laos",The fall of Nam Bac to the Pathet Lao increases the threat to Luang Prabang.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p0::event_0
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-06,gpt-4o-mini,event_1,Delivery of arms and money,EconomicAction,"Stanleyville, Congo",Arms and money were delivered to Gizenga at Stanleyville.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p0::event_1
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p0,CENTRAL INTELLIGENCE BULLETIN,1961-01-07,gpt-4o-mini,event_2,Call for UN Security Council meeting,Communication,UN Security Council,Soviet Deputy Foreign Minister Zorin called for a meeting to discuss aggression by Belgium against the Congo.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p0::event_2
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1960-10,gpt-4o-mini,event_0,Jordan seeks financial assistance,Negotiation,Iraq,Jordan is seeking financial assistance from Iraq.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p1::event_0
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01,gpt-4o-mini,event_1,Strikes in Belgium,Demonstration,Belgium,Socialist-led strikes have crippled much of Belgium.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p1::event_1
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,event_2,Algerian rebel leaders meeting,Meeting,Tunis,Algerian rebel leaders are to meet to consider their next moves.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p1::event_2
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Loss of Nam Bac,MilitaryAction,Nam Bac,The loss of Nam Bac village to the Pathet Lao increases the threat to Luang Prabang.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p2::event_0
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,Government troop withdrawal,MilitaryAction,Nong Het - Plaine des Jarres road,Government troops are withdrawing southward from the Nong Het - Plaine des Jarres road.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p2::event_1
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,6 and 7 January,gpt-4o-mini,event_2,Airlift flights,Communication,North Vietnam,North Vietnamese communications reflected the flights of 16 of 20 scheduled aircraft.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p2::event_2
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p2,CENTRAL INTELLIGENCE BULLETIN,5 January,gpt-4o-mini,event_3,Press report on airlift,Communication,Moscow,Izvestia charged that US allegations about the USSR's airlift were 'imperialist propaganda'.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p2::event_3
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Souvanna Phouma's reaction to King's offer,Communication,Phnom Penh,Souvanna Phouma's initial reaction to King Savang's offer for an audience.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p3::event_0
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_1,Jordan's request for financial aid,Other,Baghdad,Jordan seeks financial assistance from Iraq.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p3::event_1
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p3,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_2,Socialist-led strikes in Belgium,Demonstration,Belgium,Strikes led by Socialists affecting much of Belgium.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p3::event_2
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-10,gpt-4o-mini,event_0,Parliamentary debate on austerity program,Meeting,Belgium,The lower chamber will reconvene to resume debate on the omnibus bill.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p4::event_0
2000170_CIA-RDP79T00975A005500070001-3,CIA-RDP79T00975A005500070001-3,p4,CENTRAL INTELLIGENCE BULLETIN,1961-01-03,gpt-4o-mini,event_1,Resolution adoption by Walloon Socialist deputies,Meeting,Belgium,Walloon Socialist deputies adopted a resolution for an autonomous French-speaking Walloon area.,0.7,2000170_CIA-RDP79T00975A005500070001-3::p4::event_1
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p0,CENTRAL INTELLIGENCE BULLETIN,mid-December 1960,gpt-4o-mini,event_0,Food Riots in Harbin,Violence,Harbin,Food riots occurred leading to 70 arrests and summary executions.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p0::event_0
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p0,CENTRAL INTELLIGENCE BULLETIN,9 January 1961,gpt-4o-mini,event_1,Economic Aid Agreement,PolicyAction,Burma,Communist China agreed to extend large-scale economic aid to Burma.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p0::event_1
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p0,CENTRAL INTELLIGENCE BULLETIN,9 January 1961,gpt-4o-mini,event_2,Airlift into Laos,MilitaryAction,Laos,Communist airlift into Laos confirmed with multiple flights.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p0::event_2
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p0,CENTRAL INTELLIGENCE BULLETIN,23 December 1960,gpt-4o-mini,event_3,Train Inspection Denial,Communication,Lao Kay,North Vietnamese refused ICC inspection of a train possibly transporting military equipment.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p0::event_3
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_0,Talks between Mobutu's emissary and Tshombe,Meeting,Elisabethville,Mobutu's emissary is in Elisabethville for talks with Katanga President Tshombe regarding financial support.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p1::event_0
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,1961-01-05,gpt-4o-mini,event_1,Economic blockade lifting,PolicyAction,Leopoldville,Mobutu’s commissioner for finance assured UN representative Dayal that the economic blockade of Orientale Province will be lifted.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p1::event_1
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_2,Troops entering northern Katanga,MilitaryAction,northern Katanga,"Some 600 Lumumbist troops have entered northern Katanga, aiming to establish an independent enclave.",0.7,2000171_CIA-RDP79T00975A005500080001-2::p1::event_2
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_3,Tshombe's ultimatum to UN,Communication,,Tshombe has given the UN until midnight to disarm the invaders or he will order his troops to occupy UN-controlled neutral zones.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p1::event_3
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_4,Cuban attack plan,MilitaryAction,Guantanamo Naval Base,Fidel Castro intends to launch a simultaneous air-ground attack on Guantanamo Naval Base.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p1::event_4
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p1,CENTRAL INTELLIGENCE BULLETIN,,gpt-4o-mini,event_5,Cuban ambassador's departure,Travel,England,The Cuban ambassador in Prague reportedly left by air for England.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p1::event_5
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p2,CENTRAL INTELLIGENCE BULLETIN,last month,gpt-4o-mini,event_0,Food riots,Violence,Harbin,Unconfirmed report of food riots resulting in arrests and executions.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p2::event_0
2000171_CIA-RDP79T00975A005500080001-2,CIA-RDP79T00975A005500080001-2,p2,CENTRAL INTELLIGENCE BULLETIN,late November,gpt-4o-mini,event_1,Antiregime manifestations,Demonstration,Hainan Island,Reported discontent taking the form of demonstrations due to food shortages.,0.7,2000171_CIA-RDP79T00975A005500080001-2::p2::event_1
