node_key,degree
CANONICAL_ENTITY:UN_COMMITTEE,2
CANONICAL_ENTITY:VICE_PRESIDENT_HATTA,48
CANONICAL_ENTITY:12TH_ARMY,10
CANONICAL_ENTITY:20TH_ARMY,3
CANONICAL_ENTITY:27TH_ARMY,3
CANONICAL_ENTITY:AUSTRALIA,153
CANONICAL_ENTITY:CHINESE_COMMUNIST,408
CANONICAL_ENTITY:FAR_EAST_COMMAND,110
CANONICAL_ENTITY:FOREIGN_AFFAIRS_SECRETARY_ROMULO,2
CANONICAL_ENTITY:NEW_ZEALAND,56
CANONICAL_ENTITY:PHILIPPINE_PRESIDENT,5
CANONICAL_ENTITY:US_AMBASSADOR_COWEN,6
CANONICAL_ENTITY:12_NATION_COMMISSION,9
CANONICAL_ENTITY:INDIAN_PROPOSAL,5
CANONICAL_ENTITY:NASR,465
CANONICAL_ENTITY:USSR,3086
EVENT_CLUSTER:3007,6
CANONICAL_ENTITY:13TH_AIR_DIVISION,21
CANONICAL_ENTITY:3RD_INDEPENDENT_REGIMENT,4
CANONICAL_ENTITY:CANADIAN_DELEGATION,28
CANONICAL_ENTITY:CHEN_CHENG,30
CANONICAL_ENTITY:HANOI,349
CANONICAL_ENTITY:HSUCHOW,4
CANONICAL_ENTITY:HUIYANG,6
CANONICAL_ENTITY:KINMEN,3
CANONICAL_ENTITY:KUO_MO_JO,13
CANONICAL_ENTITY:LAOS,938
CANONICAL_ENTITY:MATSU,26
CANONICAL_ENTITY:MOSCOW,785
CANONICAL_ENTITY:NANCHANG,10
CANONICAL_ENTITY:NORTH_KOREA,413
CANONICAL_ENTITY:NORTH_VIETNAM,416
CANONICAL_ENTITY:PEOPLES_DAILY,137
CANONICAL_ENTITY:SAM_NEUA,56
EVENT_CLUSTER:4154,9
EVENT_CLUSTER:5383,19
EVENT_CLUSTER:5384,15
CANONICAL_ENTITY:13TH_OF_MARCH_REVOLUTIONARY_DIRECTORATE,12
CANONICAL_ENTITY:26_OF_JULY_MOVEMENT,41
CANONICAL_ENTITY:BOUN_OUM_GOVERNMENT,196
CANONICAL_ENTITY:CANTON,95
CANONICAL_ENTITY:CHEN_YI,200
CANONICAL_ENTITY:CHE_GUEVARA,151
CANONICAL_ENTITY:CUBA,1041
CANONICAL_ENTITY:HAIPHONG,70
CANONICAL_ENTITY:PATHET_LAO,659
CANONICAL_ENTITY:PSP,3
CANONICAL_ENTITY:140TH_DIVISION_47TH_ARMY,7
CANONICAL_ENTITY:CHINESE_COMMUNIST_SOLDIER,5
CANONICAL_ENTITY:FRENCH_FORCES,69
EVENT_CLUSTER:262,7
CANONICAL_ENTITY:14TH_ARMY,11
CANONICAL_ENTITY:BRITAIN,1289
CANONICAL_ENTITY:BURMESE_LEADERS,18
CANONICAL_ENTITY:COMMUNIST_CHINA,1619
CANONICAL_ENTITY:FRENCH_AMBASSADOR,148
CANONICAL_ENTITY:FRENCH_GOVERNMENT,637
CANONICAL_ENTITY:INDIAN_LEADERS,3
CANONICAL_ENTITY:KENGTUNG,11
CANONICAL_ENTITY:PREMIER_PINAY,38
CANONICAL_ENTITY:14TH_DIVISION,13
CANONICAL_ENTITY:ARCHBISHOP_MAKARIOS,470
CANONICAL_ENTITY:CHIANG_KAI_SHEK_REGIME,3
CANONICAL_ENTITY:DACCA,12
CANONICAL_ENTITY:EAST_PAKISTAN,90
CANONICAL_ENTITY:EAST_PAKISTAN_RIFLES,4
CANONICAL_ENTITY:GREEK_GOVERNMENT,113
CANONICAL_ENTITY:JAPANESE_DIPLOMATS,5
CANONICAL_ENTITY:KARAMANLIS_GOVERNMENT,21
CANONICAL_ENTITY:TAIWAN,172
EVENT_CLUSTER:2533,18
CANONICAL_ENTITY:14TH_OF_MAY_MOVEMENT,10
CANONICAL_ENTITY:KENYA,70
CANONICAL_ENTITY:MOROCCO,535
CANONICAL_ENTITY:PARAGUAY,71
CANONICAL_ENTITY:STROESSNER,65
EVENT_CLUSTER:4872,24
CANONICAL_ENTITY:14_NATION_CONFERENCE,3
CANONICAL_ENTITY:SIHANOUK,301
CANONICAL_ENTITY:SOVIET_UNION,1996
CANONICAL_ENTITY:14_NATION_CONFERENCE_ON_LAOS,3
CANONICAL_ENTITY:CAMBODIA,517
CANONICAL_ENTITY:14_OFFICIALS,1
CANONICAL_ENTITY:CENTRAL_PEOPLES_GOVERNMENT_OF_CHINA,6
CANONICAL_ENTITY:155MM_ARTILLERY,1
CANONICAL_ENTITY:15_DEPUTIES,1
CANONICAL_ENTITY:PANAGIOTIS_PAPALIGOURAS,9
CANONICAL_ENTITY:15_MARCH,1
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_COUNCIL,12
CANONICAL_ENTITY:16_JUNE_REVOLT,1
CANONICAL_ENTITY:MARIO_AMADEO,4
CANONICAL_ENTITY:16_MAY_1961,10
CANONICAL_ENTITY:ATOMIC_ENERGY_COMMISSION,223
CANONICAL_ENTITY:DEPARTMENT_OF_DEFENSE,136
CANONICAL_ENTITY:DEPARTMENT_OF_JUSTICE,19
CANONICAL_ENTITY:DEPARTMENT_OF_STATE,186
CANONICAL_ENTITY:EXECUTIVE_OFFICES_OF_THE_WHITE_HOUSE,41
CANONICAL_ENTITY:FEDERAL_BUREAU_OF_INVESTIGATION,75
CANONICAL_ENTITY:NATIONAL_INDICATIONS_CENTER,49
CANONICAL_ENTITY:NATIONAL_SECURITY_AGENCY,70
CANONICAL_ENTITY:TREASURY_DEPARTMENT,22
CANONICAL_ENTITY:UNITED_STATES_INFORMATION_AGENCY,43
CANONICAL_ENTITY:16_NATION_REPORT_TO_UN,1
CANONICAL_ENTITY:SOUTH_KOREA,594
CANONICAL_ENTITY:17_OCTOBER,1
CANONICAL_ENTITY:PERON,126
CANONICAL_ENTITY:18TH_DIVISION,6
CANONICAL_ENTITY:ERIC_JOHNSTON,22
CANONICAL_ENTITY:JORDAN,1025
CANONICAL_ENTITY:1942_RIO_PROTOCOL,1
CANONICAL_ENTITY:VELASCO,60
CANONICAL_ENTITY:1952_MILITARY_BUDGET,1
CANONICAL_ENTITY:FRENCH_DEFENSE_MINISTER_BIDAULT,4
CANONICAL_ENTITY:1953_INDUSTRIAL_PLAN,1
CANONICAL_ENTITY:CHINA,414
CANONICAL_ENTITY:1953_STATE_LOAN,1
CANONICAL_ENTITY:MALENKOV_REGIME,4
CANONICAL_ENTITY:1954_GRAIN_PROCUREMENT_PLAN,1
CANONICAL_ENTITY:1955_DEFENSE_BUDGET,1
CANONICAL_ENTITY:1958_09_16,1
CANONICAL_ENTITY:1959_07_21,1
CANONICAL_ENTITY:CENTRAL_INTELLIGENCE_BULLETIN,93
CANONICAL_ENTITY:1959_AGREEMENT,1
CANONICAL_ENTITY:KING_HASSAN_II,61
CANONICAL_ENTITY:1959_HARVEST,1
CANONICAL_ENTITY:1961_INTERZONAL_TRADE_AGREEMENT,1
CANONICAL_ENTITY:BONN,494
CANONICAL_ENTITY:19TH_PARTY_CONGRESS,1
CANONICAL_ENTITY:MALENKOV,178
CANONICAL_ENTITY:1ST_AIRBORNE_BATTALION,8
CANONICAL_ENTITY:CAPT_DU_QUOC_DONG,7
CANONICAL_ENTITY:DIEM,488
CANONICAL_ENTITY:HOANG_CO_THUY,4
CANONICAL_ENTITY:LE_VAN_TY,17
CANONICAL_ENTITY:SAIGON,145
CANONICAL_ENTITY:SOUTH_VIETNAMESE_GOVERNMENT,16
CANONICAL_ENTITY:1ST_FIELD_ARMY,1
CANONICAL_ENTITY:GENERAL_PAIK_SUN_YOP,3
CANONICAL_ENTITY:1ST_INFANTRY_DIVISION,12
CANONICAL_ENTITY:BAGHDAD,257
CANONICAL_ENTITY:BAGHDAD_UNIVERSITY,6
CANONICAL_ENTITY:GENERAL_NGUYEN_KHANH,12
CANONICAL_ENTITY:IRAQ_PETROLEUM_COMPANY,125
CANONICAL_ENTITY:KARBALA,9
CANONICAL_ENTITY:KIRKUK,22
CANONICAL_ENTITY:MOSUL,14
CANONICAL_ENTITY:NAJAF,3
CANONICAL_ENTITY:PRIME_MINISTER_QASIM,83
EVENT_CLUSTER:5742,11
CANONICAL_ENTITY:1ST_NAVAL_AIR_DIVISION,6
CANONICAL_ENTITY:CHINESE_NATIONALIST,415
CANONICAL_ENTITY:KHRUSHCHEV,1535
CANONICAL_ENTITY:UNITED_STATES,1712
CANONICAL_ENTITY:1_JUNE_PRESIDENTIAL_ELECTIONS,1
CANONICAL_ENTITY:ECUADOR,247
CANONICAL_ENTITY:1_MARCH,1
CANONICAL_ENTITY:1_MARCH_RIOTS,1
CANONICAL_ENTITY:20TH_CONGRESS_OF_THE_COMMUNIST_PARTY,1
CANONICAL_ENTITY:20TH_PARTY_CONGRESS,16
CANONICAL_ENTITY:BEN_GURION,425
CANONICAL_ENTITY:BULGANIN,392
CANONICAL_ENTITY:JOHNSTON_PLAN,16
CANONICAL_ENTITY:M_G_PERVUKHIN,41
CANONICAL_ENTITY:M_Z_SABUROV,41
CANONICAL_ENTITY:SYRIA,1024
CANONICAL_ENTITY:USSR_STATE_ECONOMIC_COMMISSION,12
EVENT_CLUSTER:2628,9
EVENT_CLUSTER:3222,7
CANONICAL_ENTITY:20_OCTOBER_PRESIDENTIAL_ELECTION,1
CANONICAL_ENTITY:MIGUEL_YDIGORAS_FUENTES,42
CANONICAL_ENTITY:21ST_DIVISION,9
CANONICAL_ENTITY:7TH_DIVISION,8
CANONICAL_ENTITY:BOLIVIA,436
CANONICAL_ENTITY:DE_GAULLE,794
CANONICAL_ENTITY:PAZ_ESTENSSORO,60
EVENT_CLUSTER:5302,13
CANONICAL_ENTITY:21ST_OF_SEPTEMBER_MOVEMENT,11
CANONICAL_ENTITY:COMMUNIST_PARTY,582
CANONICAL_ENTITY:COSTA_RICA,198
CANONICAL_ENTITY:FRONDIZI,171
CANONICAL_ENTITY:HONDURAS,176
CANONICAL_ENTITY:NATIONAL_GUARD,63
CANONICAL_ENTITY:NICARAGUA,191
CANONICAL_ENTITY:NICARAGUAN_CITIES,1
CANONICAL_ENTITY:PERONISTA_PARTY,28
CANONICAL_ENTITY:SOMOZA,97
EVENT_CLUSTER:4627,9
CANONICAL_ENTITY:21_FEBRUARY_SECURITY_COUNCIL_RESOLUTION,1
CANONICAL_ENTITY:GIZENGA,398
CANONICAL_ENTITY:21_JANUARY,1
CANONICAL_ENTITY:ISRAELI_SYRIAN_DISPUTE_IN_THE_UN,1
CANONICAL_ENTITY:24TH_AIR_ARMY,25
CANONICAL_ENTITY:80TH_BOMBER_CORPS,2
CANONICAL_ENTITY:ANGLO_IRANIAN_OIL_COMPANY,343
CANONICAL_ENTITY:ARAB_COLLECTIVE_SECURITY_PACT,27
CANONICAL_ENTITY:BECHIR_BEY_SAADAWI,9
CANONICAL_ENTITY:BERLIN,265
CANONICAL_ENTITY:BRZEG,2
CANONICAL_ENTITY:CAIRO,901
CANONICAL_ENTITY:EAST_GERMANY,1181
CANONICAL_ENTITY:GENERAL_NAGIB,260
CANONICAL_ENTITY:GRADY,12
CANONICAL_ENTITY:HUSSEIN_ALA,16
CANONICAL_ENTITY:KASHANI,78
CANONICAL_ENTITY:LIUCHOU,9
CANONICAL_ENTITY:LYNCH,6
CANONICAL_ENTITY:MARITIME_MILITARY_DISTRICT,3
CANONICAL_ENTITY:REVOLUTIONARY_COMMAND_COUNCIL,77
CANONICAL_ENTITY:TUDEH,199
CANONICAL_ENTITY:VYSHINSKY,74
CANONICAL_ENTITY:24_26_MARCH,1
CANONICAL_ENTITY:EAST_GERMAN_COMMUNIST_PARTY_CONGRESS,1
CANONICAL_ENTITY:24_HOUR_STRIKE,1
CANONICAL_ENTITY:SINGLE_CENTER_OF_CHILEAN_WORKERS,7
CANONICAL_ENTITY:AFL_CIO,19
CANONICAL_ENTITY:ALI_REGIME,10
CANONICAL_ENTITY:BRITISH_FOREIGN_OFFICE,639
CANONICAL_ENTITY:BUENOS_AIRES,99
CANONICAL_ENTITY:COMMUNISTS,574
CANONICAL_ENTITY:CUBAN_ARMED_FORCES,9
CANONICAL_ENTITY:CUBAN_GOVERNMENT,174
CANONICAL_ENTITY:CUBAN_MILITARY,20
CANONICAL_ENTITY:CUBAN_WORKERS_CONFEDERATION,56
CANONICAL_ENTITY:FIDEL_CASTRO,385
CANONICAL_ENTITY:FOREIGN_MINISTER_ANDRADE,4
CANONICAL_ENTITY:GUANTANAMO,24
CANONICAL_ENTITY:HAVANA,47
CANONICAL_ENTITY:INTER_AMERICAN_REGIONAL_ORGANIZATION_OF_WORKERS_ORIT,4
CANONICAL_ENTITY:JOSE_MIRO_CARDONA,17
CANONICAL_ENTITY:LAZARO_PENA,6
CANONICAL_ENTITY:MASJUMI,207
CANONICAL_ENTITY:NATIONAL_BAR_ASSOCIATION,5
CANONICAL_ENTITY:OSVALDO_DORTICOS,14
CANONICAL_ENTITY:PRESIDENT_SILES,85
CANONICAL_ENTITY:PRIME_MINISTER_CASTRO,11
CANONICAL_ENTITY:RAUL_CASTRO,92
CANONICAL_ENTITY:REVOLUTIONARY_DIRECTORATE,5
CANONICAL_ENTITY:SANTIAGO,28
CANONICAL_ENTITY:YPFB,10
EVENT_CLUSTER:1617,25
EVENT_CLUSTER:2266,44
EVENT_CLUSTER:3294,8
EVENT_CLUSTER:4268,9
EVENT_CLUSTER:4269,9
EVENT_CLUSTER:4463,7
EVENT_CLUSTER:4570,10
EVENT_CLUSTER:4571,10
CANONICAL_ENTITY:27_MAY_COUP_D_TAT,1
CANONICAL_ENTITY:NATIONAL_UNITY_COMMITTEE,37
CANONICAL_ENTITY:2ND_ARMY_GROUP,9
CANONICAL_ENTITY:INDIA,1289
CANONICAL_ENTITY:INDIAN_MINISTRY_OF_EXTERNAL_AFFAIRS,49
CANONICAL_ENTITY:IRAN,1188
CANONICAL_ENTITY:I_CORPS,2
CANONICAL_ENTITY:NORTH_KOREAN_VI_CORPS,5
CANONICAL_ENTITY:NORTH_KOREAN_V_CORPS,2
CANONICAL_ENTITY:US_EMBASSY,306
CANONICAL_ENTITY:2ND_DIVISION,19
CANONICAL_ENTITY:ASMARA,22
CANONICAL_ENTITY:AVEROFF,101
CANONICAL_ENTITY:CROWN_PRINCE,33
CANONICAL_ENTITY:ERITREA,10
CANONICAL_ENTITY:ETHIOPIAN_PARLIAMENT,3
CANONICAL_ENTITY:GREECE,610
CANONICAL_ENTITY:HAILE_SELASSIE,126
CANONICAL_ENTITY:KARAMANLIS,107
CANONICAL_ENTITY:LATAKIA,44
CANONICAL_ENTITY:POPULAR_RESISTANCE_FORCES,34
CANONICAL_ENTITY:TITO,515
CANONICAL_ENTITY:TURKEY,995
CANONICAL_ENTITY:2ND_GUARDS_MECHANIZED_DIVISION,11
CANONICAL_ENTITY:32ND_MECHANIZED_DIVISION,2
CANONICAL_ENTITY:5TH_HUNGARIAN_RIFLE_DIVISION,2
CANONICAL_ENTITY:CYRANKIEWICZ,48
CANONICAL_ENTITY:GOMULKA,286
CANONICAL_ENTITY:HUNGARY,523
CANONICAL_ENTITY:OCHAB,9
CANONICAL_ENTITY:RUMANIA,241
CANONICAL_ENTITY:300_MILLION_DOLLARS_OF_AMERICAN_AID,1
CANONICAL_ENTITY:CHANCELLOR_OF_THE_EXCHEQUER_BUTLER,11
CANONICAL_ENTITY:304TH_DIVISION,35
CANONICAL_ENTITY:316TH_DIVISION,17
CANONICAL_ENTITY:325TH_DIVISION,3
CANONICAL_ENTITY:AMERICAN_CHARG,39
CANONICAL_ENTITY:FRENCH_FOREIGN_AFFAIRS_COMMITTEE,6
CANONICAL_ENTITY:HUNG_YEN,5
CANONICAL_ENTITY:JEAN_CHAUVEL,3
CANONICAL_ENTITY:KORSHOLMA,3
CANONICAL_ENTITY:MEKONG_RIVER,29
CANONICAL_ENTITY:NEHRU,805
CANONICAL_ENTITY:PRIME_MINISTER_CHURCHILL,35
CANONICAL_ENTITY:RADHAKRISHNAN,18
CANONICAL_ENTITY:TONKIN,61
CANONICAL_ENTITY:VIETNAM,214
CANONICAL_ENTITY:VIET_MINH_320TH_DIVISION,4
EVENT_CLUSTER:1285,11
CANONICAL_ENTITY:308TH_DIVISION,11
CANONICAL_ENTITY:AMERICAN_AMBASSADOR_HILL,3
CANONICAL_ENTITY:FIGUERES,63
CANONICAL_ENTITY:LUANG_PRABANG,144
CANONICAL_ENTITY:MUONG_SAI,25
CANONICAL_ENTITY:ORGANIZATION_OF_AMERICAN_STATES,235
CANONICAL_ENTITY:TUAN_GIAO_DEPOT,2
CANONICAL_ENTITY:URUGUAY,114
CANONICAL_ENTITY:30_ASSEMBLYMEN,1
CANONICAL_ENTITY:YI_CHOL_SUNG,3
CANONICAL_ENTITY:312TH_DIVISION,1
CANONICAL_ENTITY:335TH_DIVISION,2
CANONICAL_ENTITY:GENERAL_PHOUMI,506
CANONICAL_ENTITY:KONG_LE,206
CANONICAL_ENTITY:PHONG_SALY_PROVINCE,46
CANONICAL_ENTITY:THAILAND,433
CANONICAL_ENTITY:35TH_ARMY,11
CANONICAL_ENTITY:CHRISTIAN_DEMOCRATIC_GOVERNMENT,24
CANONICAL_ENTITY:GENERAL_LABOR_CONFEDERATION,75
CANONICAL_ENTITY:HAIMEN,6
EVENT_CLUSTER:1351,8
EVENT_CLUSTER:1352,10
CANONICAL_ENTITY:35_PERCENT_OF_THE_ELECTORATE,1
CANONICAL_ENTITY:REGENERATIVE_PARTY_OF_THE_WORKING_PEOPLE_AKEL,4
CANONICAL_ENTITY:38TH_PARALLEL,1
CANONICAL_ENTITY:REPUBLIC_OF_KOREA,28
CANONICAL_ENTITY:3_700_WORKERS,6
CANONICAL_ENTITY:AMBASSADOR,19
CANONICAL_ENTITY:GUATEMALA,402
CANONICAL_ENTITY:UNITED_FRUIT_COMPANY,32
EVENT_CLUSTER:596,4
EVENT_CLUSTER:597,4
CANONICAL_ENTITY:40TH_ANNIVERSARY_CELEBRATIONS,1
CANONICAL_ENTITY:40TH_ANNIVERSARY_CELEBRATION_OF_THE_SOVIET_REVOLUTION,2
CANONICAL_ENTITY:40TH_ANNIVERSARY_MEETINGS,1
CANONICAL_ENTITY:TASS,106
CANONICAL_ENTITY:4_MARCH_ELECTIONS,1
CANONICAL_ENTITY:50TH_AIR_ARMY,14
CANONICAL_ENTITY:AFGHANISTAN,961
CANONICAL_ENTITY:BLACK_SEA,58
CANONICAL_ENTITY:BULGARIAN_LAND_SEA_AND_AIR_FORCES,5
CANONICAL_ENTITY:SOFIA,24
CANONICAL_ENTITY:SOVIET_AIR_FORCE,26
CANONICAL_ENTITY:TRANSCAUCASUS,10
CANONICAL_ENTITY:TURKESTAN,8
EVENT_CLUSTER:4125,12
EVENT_CLUSTER:4126,12
CANONICAL_ENTITY:527TH_BATTALION,11
CANONICAL_ENTITY:CENTRAL_SUMATRA,143
CANONICAL_ENTITY:ECAFE,5
CANONICAL_ENTITY:FIRYUBIN,17
CANONICAL_ENTITY:GORONTALO,11
CANONICAL_ENTITY:HATTA,163
CANONICAL_ENTITY:MALAYA,152
CANONICAL_ENTITY:54TH_BATTALION,11
CANONICAL_ENTITY:AMERICAN_CONSUL_GENERAL_TYLER,6
CANONICAL_ENTITY:MAGSAYSAY,144
CANONICAL_ENTITY:NACIONALISTA_PARTY,85
CANONICAL_ENTITY:ROMULO,21
CANONICAL_ENTITY:SENATOR_CABILI,3
CANONICAL_ENTITY:59TH_AIR_ARMY,12
CANONICAL_ENTITY:AMERICAN_AIR_ATTACHE,23
CANONICAL_ENTITY:ISTIQLAL_PARTY,150
CANONICAL_ENTITY:ITALY,650
CANONICAL_ENTITY:SHISHAKLI,86
CANONICAL_ENTITY:YUGOSLAVIA,878
EVENT_CLUSTER:704,10
CANONICAL_ENTITY:60TH_ARMY,7
CANONICAL_ENTITY:AMBASSADOR_MUCCIO,103
CANONICAL_ENTITY:CHINESE_COMMUNIST_ARMY,61
CANONICAL_ENTITY:INDIAN_COMMUNIST_PARTY,72
CANONICAL_ENTITY:LEE_BUM_SUK,3
CANONICAL_ENTITY:RHEE,562
CANONICAL_ENTITY:62_GROUP,9
CANONICAL_ENTITY:ALSOGARAY,70
CANONICAL_ENTITY:ARGENTINA,774
CANONICAL_ENTITY:COMMUNIST_LABOR_GROUPS,5
CANONICAL_ENTITY:PERONISTA,53
EVENT_CLUSTER:4518,11
EVENT_CLUSTER:4520,6
CANONICAL_ENTITY:67TH_ARMY,10
CANONICAL_ENTITY:CHINESE_COMMUNIST_42ND_ARMY,13
CANONICAL_ENTITY:CHINESE_COMMUNIST_PRISONERS_OF_WAR,4
CANONICAL_ENTITY:NATO,620
CANONICAL_ENTITY:UNITED_KINGDOM,136
CANONICAL_ENTITY:UN_FORCES,30
EVENT_CLUSTER:292,9
CANONICAL_ENTITY:6TH_BOMBER_CORPS,27
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_RANGOON,97
CANONICAL_ENTITY:ARGENTINE_STATE_PETROLEUM_AGENCY,4
CANONICAL_ENTITY:BURMA,1099
CANONICAL_ENTITY:EISENHOWER,349
CANONICAL_ENTITY:ESTONIAN_COASTAL_AREA,5
CANONICAL_ENTITY:FAR_EAST,4
CANONICAL_ENTITY:FINLAND,236
CANONICAL_ENTITY:INDIAN_GOVERNMENT,195
CANONICAL_ENTITY:IZVESTIA,49
CANONICAL_ENTITY:KOREA,148
CANONICAL_ENTITY:MIG_19,12
CANONICAL_ENTITY:POLAND,759
CANONICAL_ENTITY:POLISH_FOREIGN_MINISTER_RAPACKI,11
CANONICAL_ENTITY:SECRETARY_DULLES,124
CANONICAL_ENTITY:THIRD_LONG_RANGE_AIR_ARMY,7
CANONICAL_ENTITY:US_LEGATION_IN_HELSINKI,16
CANONICAL_ENTITY:US_SEVENTH_FLEET,33
EVENT_CLUSTER:1153,11
CANONICAL_ENTITY:6TH_DIVISION,2
CANONICAL_ENTITY:EAST_CHINA,20
CANONICAL_ENTITY:YALU_RIVER,7
CANONICAL_ENTITY:6_JANUARY_1961,10
CANONICAL_ENTITY:ASSISTANT_CHIEF_OF_STAFF_FOR_INTELLIGENCE_DEPARTMENT_OF_ARMY,23
CANONICAL_ENTITY:ASSISTANT_CHIEF_OF_STAFF_INTELLIGENCE_DEPARTMENT_OF_THE_AIR_FORCE,6
CANONICAL_ENTITY:ASSISTANT_SECRETARY_OF_DEFENSE_FOR_INTERNATIONAL_SECURITY_AFFAIRS,2
CANONICAL_ENTITY:ASSISTANT_TO_SECRETARY_OF_DEFENSE_FOR_SPECIAL_OPERATIONS,6
CANONICAL_ENTITY:CHAIRMAN,9
