node_key,label,node_type,member_count,top_labels
LEVEL2_COMMUNITY:10,"KOMSOMOL; LENIN LIBRARY; TRANSYLVANIAN AREA; Lecture on international events | A lecture where the speaker refused to discuss Hungary, leading to audience unrest. | Speech",LEVEL2_COMMUNITY,1,"KOMSOMOL; LENIN LIBRARY; TRANSYLVANIAN AREA; Lecture on international events | A lecture where the speaker refused to discuss Hungary, leading to audience unrest. | Speech"
LEVEL2_COMMUNITY:11,CIVIL DEFENSE BILL; ITALIAN AIR FORCE; ITALIAN ARMY; ITALIAN NAVY,LEVEL2_COMMUNITY,1,CIVIL DEFENSE BILL; ITALIAN AIR FORCE; ITALIAN ARMY; ITALIAN NAVY
LEVEL2_COMMUNITY:12,AMBASSADOR REISCHAUER; AYUB REGIME; FINANCE MINISTER MIZUTA; Negotiations on postwar aid | Japan is preparing to negotiate its obligations for postwar aid repayment. | Negotiation | mid-April 1961,LEVEL2_COMMUNITY,1,AMBASSADOR REISCHAUER; AYUB REGIME; FINANCE MINISTER MIZUTA; Negotiations on postwar aid | Japan is preparing to negotiate its obligations for postwar aid repayment. | Negotiation | mid-April 1961
LEVEL2_COMMUNITY:13,BOTI; CUBAN ECONOMY; FRESQUET; PAZOS,LEVEL2_COMMUNITY,1,BOTI; CUBAN ECONOMY; FRESQUET; PAZOS
LEVEL2_COMMUNITY:14,HSINCHU AIRFIELD; PENG MENG-CHI; Resupply Flight | Resupply flights from Hsinchu airfield to the border area. | MilitaryAction | 1960-01-01; Visit to Thailand | Visit of Peng Meng-chi to Thailand where airfield use was requested. | Travel | 1960-01-01,LEVEL2_COMMUNITY,1,HSINCHU AIRFIELD; PENG MENG-CHI; Resupply Flight | Resupply flights from Hsinchu airfield to the border area. | MilitaryAction | 1960-01-01; Visit to Thailand | Visit of Peng Meng-chi to Thailand where airfield use was requested. | Travel | 1960-01-01
LEVEL2_COMMUNITY:15,BRITISH AMBASSADOR TO EGYPT; EGYPTS CHIEF UN DELEGATE; Recommendation for Mediterranean command headquarters | The British Ambassador recommended that the headquarters of the proposed Allied command for the eastern ; Effort to postpone UN action on Canal issue | Egyptian diplomats approached US officials to develop a new formula for settling the Suez Canal dispute and to pos,LEVEL2_COMMUNITY,1,BRITISH AMBASSADOR TO EGYPT; EGYPTS CHIEF UN DELEGATE; Recommendation for Mediterranean command headquarters | The British Ambassador recommended that the headquarters of the proposed Allied command for the eastern ; Effort to postpone UN action on Canal issue | Egyptian diplomats approached US officials to develop a new formula for settling the Suez Canal dispute and to pos
LEVEL2_COMMUNITY:16,ISRAELI BORDER SETTLEMENTS; SYRIAN ENGINEER OFFICER; Model Settlement Preparation | Egyptian army engineers prepared a model settlement for training. | Other | 1956-09-23; MODEL SETTLEMENT,LEVEL2_COMMUNITY,1,ISRAELI BORDER SETTLEMENTS; SYRIAN ENGINEER OFFICER; Model Settlement Preparation | Egyptian army engineers prepared a model settlement for training. | Other | 1956-09-23; MODEL SETTLEMENT
LEVEL2_COMMUNITY:17,BRITISH PRESS; BRITISH UN REPRESENTATIVES; Request for American views | British UN representatives requested American views on a proposed weakening of the Assembly resolution. | Communication | 1953-09-0; Public attitude reflection | The British press reflected a dominant public attitude regarding the admission of Communist China to the UN. | Speech | 1953-09-04,LEVEL2_COMMUNITY,1,BRITISH PRESS; BRITISH UN REPRESENTATIVES; Request for American views | British UN representatives requested American views on a proposed weakening of the Assembly resolution. | Communication | 1953-09-0; Public attitude reflection | The British press reflected a dominant public attitude regarding the admission of Communist China to the UN. | Speech | 1953-09-04
LEVEL2_COMMUNITY:18,JAPANESE NATIONALIST GOVERNMENT; PEIPING RAILWAY BUREAU; British opposition to Japanese treaty negotiations | The British Mission Chief in Tokyo requested information on Japanese intentions regarding a treaty with the; Closure of Manchurian railways | Peiping authorities suspended passenger and commercial freight service on most of the Manchurian rail network due to military t,LEVEL2_COMMUNITY,1,JAPANESE NATIONALIST GOVERNMENT; PEIPING RAILWAY BUREAU; British opposition to Japanese treaty negotiations | The British Mission Chief in Tokyo requested information on Japanese intentions regarding a treaty with the; Closure of Manchurian railways | Peiping authorities suspended passenger and commercial freight service on most of the Manchurian rail network due to military t
LEVEL2_COMMUNITY:19,"SOVIET MILITARY ADMINISTRATION; WESTERN GERMANY; Cancellation of Orders | The USSR Council of Ministers canceled all orders and instructions on political, economic and cultural affairs in East Germany. | Polic",LEVEL2_COMMUNITY,1,"SOVIET MILITARY ADMINISTRATION; WESTERN GERMANY; Cancellation of Orders | The USSR Council of Ministers canceled all orders and instructions on political, economic and cultural affairs in East Germany. | Polic"
LEVEL2_COMMUNITY:20,JORDANIAN ARMED FORCES; SYRIAN BORDER; TURKISH AIR FORCE,LEVEL2_COMMUNITY,1,JORDANIAN ARMED FORCES; SYRIAN BORDER; TURKISH AIR FORCE
LEVEL2_COMMUNITY:21,CHITOSE AIR FORCE BASE; IWAKUNI NAVAL AIR STATION; Soviet Fighter Attack | A US reconnaissance aircraft was attacked by Soviet aircraft while over international waters. | Violence | 1957-05-02,LEVEL2_COMMUNITY,1,CHITOSE AIR FORCE BASE; IWAKUNI NAVAL AIR STATION; Soviet Fighter Attack | A US reconnaissance aircraft was attacked by Soviet aircraft while over international waters. | Violence | 1957-05-02
LEVEL2_COMMUNITY:22,BRITISH HIGH COMMISSIONERS; FRENCH HIGH COMMISSIONERS; SOVIET EFFORT,LEVEL2_COMMUNITY,1,BRITISH HIGH COMMISSIONERS; FRENCH HIGH COMMISSIONERS; SOVIET EFFORT
LEVEL2_COMMUNITY:23,SAUDI ARABIAN DEPUTY DEFENSE MINISTER; Transfer of POWs | Chou En-lai seeks transfer of POWs from American to 'neutral' control. | Negotiation | 1952-11-14; Arms Preference Statement | Saudi Arabian Deputy Defense Minister favors European arms over American arms. | PolicyAction | 1952-11-14,LEVEL2_COMMUNITY,1,SAUDI ARABIAN DEPUTY DEFENSE MINISTER; Transfer of POWs | Chou En-lai seeks transfer of POWs from American to 'neutral' control. | Negotiation | 1952-11-14; Arms Preference Statement | Saudi Arabian Deputy Defense Minister favors European arms over American arms. | PolicyAction | 1952-11-14
LEVEL2_COMMUNITY:24,"BRITISH MILITARY ADVISER; SUBAH FAMILY; Alert of Iraqi forces | Iraqi tank units and divisional security units were alerted due to tensions. | MilitaryAction | April 4, 1959",LEVEL2_COMMUNITY,1,"BRITISH MILITARY ADVISER; SUBAH FAMILY; Alert of Iraqi forces | Iraqi tank units and divisional security units were alerted due to tensions. | MilitaryAction | April 4, 1959"
LEVEL2_COMMUNITY:25,BERLIN FESTIVAL; COMMITTEE FOR WORLD YOUTH FRIENDSHIP AND CULTURAL EXCHANGE; Berlin Festival Participation | American participation organized by the Committee for World Youth Friendship and Cultural Exchange. | Other,LEVEL2_COMMUNITY,1,BERLIN FESTIVAL; COMMITTEE FOR WORLD YOUTH FRIENDSHIP AND CULTURAL EXCHANGE; Berlin Festival Participation | American participation organized by the Committee for World Youth Friendship and Cultural Exchange. | Other
LEVEL2_COMMUNITY:26,CHINESE-KOREAN HEADQUARTERS; NORTH KOREAN GENERAL HEADQUARTERS; Soviet tactical units movement | Soviet infantry and artillery units moved south of the Chongchon river in northwestern Korea. | MilitaryAction | 1952-05,LEVEL2_COMMUNITY,1,CHINESE-KOREAN HEADQUARTERS; NORTH KOREAN GENERAL HEADQUARTERS; Soviet tactical units movement | Soviet infantry and artillery units moved south of the Chongchon river in northwestern Korea. | MilitaryAction | 1952-05
LEVEL2_COMMUNITY:27,ECONOMY MINISTER KUBBA; HEALTH MINISTER SHAWWAF; COMMUNIST PARTY DEMANDS,LEVEL2_COMMUNITY,1,ECONOMY MINISTER KUBBA; HEALTH MINISTER SHAWWAF; COMMUNIST PARTY DEMANDS
LEVEL2_COMMUNITY:28,HUNGARIAN ALUMINUM; RHEE AGENTS; Chinese concession on POWs | Discussion of proposals for solving the prisoner-of-war question | Negotiation | 1952-06-15,LEVEL2_COMMUNITY,1,HUNGARIAN ALUMINUM; RHEE AGENTS; Chinese concession on POWs | Discussion of proposals for solving the prisoner-of-war question | Negotiation | 1952-06-15
LEVEL2_COMMUNITY:29,COMET; DINO GENTILI; Replacement of Soviet Mission Chief | Japan consents to the USSR's request to replace the chief of its unrecognized mission. | Negotiation | 1956-05-04,LEVEL2_COMMUNITY,1,COMET; DINO GENTILI; Replacement of Soviet Mission Chief | Japan consents to the USSR's request to replace the chief of its unrecognized mission. | Negotiation | 1956-05-04
LEVEL2_COMMUNITY:30,ARCHBISHOP WYSZYNSKI; CARDINAL SAPIEHA; POLISH CATHOLIC CHURCH,LEVEL2_COMMUNITY,1,ARCHBISHOP WYSZYNSKI; CARDINAL SAPIEHA; POLISH CATHOLIC CHURCH
LEVEL2_COMMUNITY:31,"ARABS LIVING IN ISRAEL; LEBANESE FRONTIER; Possible operations within Israel | Reported operations involving 35 men, including village chiefs. | MilitaryAction",LEVEL2_COMMUNITY,1,"ARABS LIVING IN ISRAEL; LEBANESE FRONTIER; Possible operations within Israel | Reported operations involving 35 men, including village chiefs. | MilitaryAction"
LEVEL2_COMMUNITY:32,ANGLO-EGYPTIAN NEGOTIATIONS; JAPANESE DEFENSE OFFICIALS; Anglo-Egyptian negotiations | Informal talks suspended due to disagreements over British technicians' uniforms. | Negotiation | 23 September 1953,LEVEL2_COMMUNITY,1,ANGLO-EGYPTIAN NEGOTIATIONS; JAPANESE DEFENSE OFFICIALS; Anglo-Egyptian negotiations | Informal talks suspended due to disagreements over British technicians' uniforms. | Negotiation | 23 September 1953
LEVEL2_COMMUNITY:33,"GUEVARA GROUP; MANCHENO; Student and Laborer Parade | A parade of students, laborers, and leftist political parties that turned violent. | Demonstration | 1951-03-31",LEVEL2_COMMUNITY,1,"GUEVARA GROUP; MANCHENO; Student and Laborer Parade | A parade of students, laborers, and leftist political parties that turned violent. | Demonstration | 1951-03-31"
LEVEL2_COMMUNITY:34,LEBANESE EMBASSY; SOVIET-IRANIAN FISHERIES; Pressure against Iranian nationalization | Soviet official directed the discharge of Iranian employees discussing nationalization. | PolicyAction | October,LEVEL2_COMMUNITY,1,LEBANESE EMBASSY; SOVIET-IRANIAN FISHERIES; Pressure against Iranian nationalization | Soviet official directed the discharge of Iranian employees discussing nationalization. | PolicyAction | October
LEVEL2_COMMUNITY:35,INTRANSIGENT RADICAL CIVIC UNION; PEOPLES RADICAL CIVIC UNION; Economic reorganization in China | New regulations issued to decentralize industry and manage labor force. | PolicyAction,LEVEL2_COMMUNITY,1,INTRANSIGENT RADICAL CIVIC UNION; PEOPLES RADICAL CIVIC UNION; Economic reorganization in China | New regulations issued to decentralize industry and manage labor force. | PolicyAction
LEVEL2_COMMUNITY:36,NORTH KOREAN COMMUNIST LEADERSHIP; SOUTH KOREAN LABOR PARTY; Bilateral talks suggestion | The Soviet ambassador suggested bilateral talks with France regarding the German problem. | Communication | 1953-07-31 to 1953-08-0,LEVEL2_COMMUNITY,1,NORTH KOREAN COMMUNIST LEADERSHIP; SOUTH KOREAN LABOR PARTY; Bilateral talks suggestion | The Soviet ambassador suggested bilateral talks with France regarding the German problem. | Communication | 1953-07-31 to 1953-08-0
LEVEL2_COMMUNITY:37,LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Philippine Foreign Ministry requested up-to-date reports on the status of U.S. armed forces or bases. | Communication,LEVEL2_COMMUNITY,1,LIEUTENANT COLONEL TASWIN; PHILIPPINE FOREIGN MINISTRY; Request for Information | The Philippine Foreign Ministry requested up-to-date reports on the status of U.S. armed forces or bases. | Communication
LEVEL2_COMMUNITY:38,DEFENSE SECRETARY GOSNJAK; YUGOSLAV PARLIAMENT,LEVEL2_COMMUNITY,1,DEFENSE SECRETARY GOSNJAK; YUGOSLAV PARLIAMENT
LEVEL2_COMMUNITY:39,NATIONAL YOUTH CORPS; TAIPEI RIOTS,LEVEL2_COMMUNITY,1,NATIONAL YOUTH CORPS; TAIPEI RIOTS
LEVEL2_COMMUNITY:40,DEAN RUSK; TOKYO CONFERENCE,LEVEL2_COMMUNITY,1,DEAN RUSK; TOKYO CONFERENCE
LEVEL2_COMMUNITY:41,LIBYANS; LIBYAN COUNCIL OF MINISTERS,LEVEL2_COMMUNITY,1,LIBYANS; LIBYAN COUNCIL OF MINISTERS
LEVEL2_COMMUNITY:42,INDONESIAN DIPLOMATS; RUSSIAN EMBASSY,LEVEL2_COMMUNITY,1,INDONESIAN DIPLOMATS; RUSSIAN EMBASSY
LEVEL2_COMMUNITY:43,GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON,LEVEL2_COMMUNITY,1,GENERAL GOES MONTEIRO; US AMBASSADOR JOHNSON
LEVEL2_COMMUNITY:44,LAOTIAN PEOPLES LIBERATION ARMY; LAOS INVASION,LEVEL2_COMMUNITY,1,LAOTIAN PEOPLES LIBERATION ARMY; LAOS INVASION
LEVEL2_COMMUNITY:45,VLADIMIR USTINOV; YEKATERINA FURTSEVA,LEVEL2_COMMUNITY,1,VLADIMIR USTINOV; YEKATERINA FURTSEVA
LEVEL2_COMMUNITY:46,CHILEAN CABINET; LABOR MINISTER FONCEA,LEVEL2_COMMUNITY,1,CHILEAN CABINET; LABOR MINISTER FONCEA
LEVEL2_COMMUNITY:47,CONFEDERATION OF ECUADORAN WORKERS (CTE); MANABI EXPLORATION COMPANY,LEVEL2_COMMUNITY,1,CONFEDERATION OF ECUADORAN WORKERS (CTE); MANABI EXPLORATION COMPANY
LEVEL2_COMMUNITY:48,EAST GERMAN MINISTRY OF TRANSPORT; Planning of post-ratification measures | East German Ministry of Transport conferred on propaganda activity and measures against West Berlin. | PolicyAction | 1,LEVEL2_COMMUNITY,1,EAST GERMAN MINISTRY OF TRANSPORT; Planning of post-ratification measures | East German Ministry of Transport conferred on propaganda activity and measures against West Berlin. | PolicyAction | 1
LEVEL2_COMMUNITY:49,DE GASPERI CABINET; EAST GERMAN SECURITY MINISTER,LEVEL2_COMMUNITY,1,DE GASPERI CABINET; EAST GERMAN SECURITY MINISTER
LEVEL2_COMMUNITY:50,ISRAELI TROOPS; UN OBSERVER HUTCHISON,LEVEL2_COMMUNITY,1,ISRAELI TROOPS; UN OBSERVER HUTCHISON
LEVEL2_COMMUNITY:51,EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER,LEVEL2_COMMUNITY,1,EGYPTIAN GOVERNMENT-CONTROLLED NEWS AGENCY; LEBANESE OPPOSITION LEADER
LEVEL2_COMMUNITY:52,MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being in balance due to the Suez Canal dispute. | Speech | 1956-08-13,LEVEL2_COMMUNITY,1,MENAHIM BEGIN; Rally by Menahim Begin | Menahim Begin spoke about Israel's existence being in balance due to the Suez Canal dispute. | Speech | 1956-08-13
LEVEL2_COMMUNITY:53,IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY,LEVEL2_COMMUNITY,1,IRKUTSK AUTOMOBILE ASSEMBLY PLANT; MINISTRY OF THE COMMUNICATIONS EQUIPMENT INDUSTRY
LEVEL2_COMMUNITY:54,PERON GOVERNMENT; diplomatic approaches | The Peron government made diplomatic approaches aimed at settling pending problems with the United States. | Communication | 1950-1951,LEVEL2_COMMUNITY,1,PERON GOVERNMENT; diplomatic approaches | The Peron government made diplomatic approaches aimed at settling pending problems with the United States. | Communication | 1950-1951
LEVEL2_COMMUNITY:55,PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confidence in 'the East'. | Speech,LEVEL2_COMMUNITY,1,PHAN VAN DONG; Viet Minh foreign minister's statement | Phan Van Dong voices lack of confidence in 'the East'. | Speech
LEVEL2_COMMUNITY:56,PRESIDENT-DESIGNATE URDANETA; PRESIDENT GOMEZ,LEVEL2_COMMUNITY,1,PRESIDENT-DESIGNATE URDANETA; PRESIDENT GOMEZ
LEVEL2_COMMUNITY:57,RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end bloodshed. | Communication | 1956-10-25,LEVEL2_COMMUNITY,1,RADIO BUDAPEST; Broadcast Appeals | Radio Budapest broadcasts appeals from leaders to end bloodshed. | Communication | 1956-10-25
LEVEL2_COMMUNITY:58,SHAMMAR; YAZIDI,LEVEL2_COMMUNITY,1,SHAMMAR; YAZIDI
LEVEL2_COMMUNITY:59,POLISH ARMED FORCES; SOVIET MARSHAL ROKOSSOVSKY,LEVEL2_COMMUNITY,1,POLISH ARMED FORCES; SOVIET MARSHAL ROKOSSOVSKY
LEVEL2_COMMUNITY:60,TSHOMBES FORCES; UNION OF NEGRO LABORERS AND ARTISANS,LEVEL2_COMMUNITY,1,TSHOMBES FORCES; UNION OF NEGRO LABORERS AND ARTISANS
LEVEL2_COMMUNITY:61,CHEN SHAO-KUAN; Defection Appeals | Chen Shao-kuan advised military and administrative personnel in Taiwan to oppose US imperialism. | Communication | 1958-10-08,LEVEL2_COMMUNITY,1,CHEN SHAO-KUAN; Defection Appeals | Chen Shao-kuan advised military and administrative personnel in Taiwan to oppose US imperialism. | Communication | 1958-10-08
LEVEL2_COMMUNITY:62,"KOREAN UNEMPLOYED ASSOCIATION; Demonstration in Seoul | A demonstration by 2,000 members of the Korean Unemployed Association criticizing the government. | Demonstration | 23 March 1961",LEVEL2_COMMUNITY,1,"KOREAN UNEMPLOYED ASSOCIATION; Demonstration in Seoul | A demonstration by 2,000 members of the Korean Unemployed Association criticizing the government. | Demonstration | 23 March 1961"
LEVEL2_COMMUNITY:63,BRITISH PROPOSALS; SOVIET BROADCAST,LEVEL2_COMMUNITY,1,BRITISH PROPOSALS; SOVIET BROADCAST
LEVEL2_COMMUNITY:64,MINDAN; DEMONSTRATION,LEVEL2_COMMUNITY,1,MINDAN; DEMONSTRATION
LEVEL2_COMMUNITY:65,GAJEWSKI; POZNAN RIOTS,LEVEL2_COMMUNITY,1,GAJEWSKI; POZNAN RIOTS
LEVEL2_COMMUNITY:66,PUBLIC LECTURER IN MOSCOW; US SOVIET RELATIONS,LEVEL2_COMMUNITY,1,PUBLIC LECTURER IN MOSCOW; US SOVIET RELATIONS
