community_id,community_key,narrative_id,narrative_key,community_label,community_size,community_top_labels,narrative_label,num_communities,narrative_summary
27,COMMUNITY:27,0,NARRATIVE:0,CHINMENS; DR. MOZAFAR BAQAI; ISMAIL SHAFAI; MENHALL PROSPECTING AND EXPLORATION COMPANY,7,CHINMENS; DR. MOZAFAR BAQAI; ISMAIL SHAFAI; MENHALL PROSPECTING AND EXPLORATION COMPANY; SOCIETÉ DES PETROLES CONCORDIA; TOILERS PARTY; Suspension of Operations | Operations of the Menhall group were suspended and its funds frozen. | EconomicAction | 1958-10-05,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
28,COMMUNITY:28,0,NARRATIVE:0,ALGIERS JUNTA; COLONEL DE BOISSIEU; FLN MILITARY UNITS; GENERAL JOUHAUD,6,ALGIERS JUNTA; COLONEL DE BOISSIEU; FLN MILITARY UNITS; GENERAL JOUHAUD; PIERRE GALLOIS; Government's emergency measures | The government initiated judicial proceedings and other measures against participants in the revolt. | PolicyAction | 1961-04-,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
30,COMMUNITY:30,0,NARRATIVE:0,BRITISH UN DELEGATE JEBB; ISRAELI DELEGATION; MOHAMMED NATSIR; US B-29,6,BRITISH UN DELEGATE JEBB; ISRAELI DELEGATION; MOHAMMED NATSIR; US B-29; Night attack on US B-29 | A US medium bomber was attacked by enemy aircraft during a night harassing mission. | MilitaryAction | 1951-03-17; Soviet diplomatic feeler regarding Korea | Soviet delegate Malik raised the Korean question at an Israeli reception. | Communication | 1951-03-14,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
31,COMMUNITY:31,0,NARRATIVE:0,AL BRIJ; HAQAL; SAUDI SHIP; SHAIKH HAMID,6,AL BRIJ; HAQAL; SAUDI SHIP; SHAIKH HAMID; Advance party meeting | An advance party under two officers was to meet the Saudi ship. | Meeting; Installation of artillery | Saudi Arabia installed medium artillery pieces near the Israeli port of Eilat. | MilitaryAction,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
32,COMMUNITY:32,0,NARRATIVE:0,HABOMAI ISLANDS; KUNASHIRI; SHIKOTAN; YUGOSLAV NUCLEAR PROGRAM,6,HABOMAI ISLANDS; KUNASHIRI; SHIKOTAN; YUGOSLAV NUCLEAR PROGRAM; Dismantling of facilities | Soviet personnel observed dismantling facilities and packing them for shipment. | MilitaryAction | February and early March 1957; Negotiations regarding nuclear assistance | Yugoslavs indicated interest in reopening negotiations with the United States regarding nuclear assistance. | Negoti,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
33,COMMUNITY:33,0,NARRATIVE:0,D. R. RASULOV; I. A. SEROV; N. A. MIKHAILOV; P. M. KUMYKIN,6,"D. R. RASULOV; I. A. SEROV; N. A. MIKHAILOV; P. M. KUMYKIN; Z. R. RAKHIMBABAYEVA; Trip to South Asia | Soviet leaders Premier Bulganin and Party Secretary Khrushchev traveling to India, Burma, and Afghanistan. | Travel | 1955-11-18",10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
34,COMMUNITY:34,0,NARRATIVE:0,ASSISTANT SECRETARY OF STATE BYROADE; MONGOLIAN DEFENSE MINISTER; NORTH KOREAN ARMY; Investigation of BW Incident | A North Korean military sanitation officer disproves a police report of an American bacteria bomb incident. | Other,6,ASSISTANT SECRETARY OF STATE BYROADE; MONGOLIAN DEFENSE MINISTER; NORTH KOREAN ARMY; Investigation of BW Incident | A North Korean military sanitation officer disproves a police report of an American bacteria bomb incident. | Other; UN air offensive effects report | Report issued by North Korean Army on damage caused by UN air attacks. | Communication | 1952-08-15; Changes in American-Israeli relations | Anticipated changes in relations due to recent events affecting Israel. | PolicyAction,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
35,COMMUNITY:35,0,NARRATIVE:0,NATIONAL LIBERATION ARMY; PALESTINE LIBERATION ARMY; SYRIAN AMBASSADOR ZEINEDDINE; WESTERN DESERT,6,NATIONAL LIBERATION ARMY; PALESTINE LIBERATION ARMY; SYRIAN AMBASSADOR ZEINEDDINE; WESTERN DESERT; Egyptian military redeployment | Egypt partially regrouped its forces to strengthen the defense of the Suez Canal and delta areas. | MilitaryAction; Syrian ambassador's communication | Syrian ambassador Zeineddine urged Egypt to compromise on the Suez Canal dispute. | Communication | 1956-08-11,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
37,COMMUNITY:37,0,NARRATIVE:0,C. C. DESAI; DR. J. N. KHOSLA; M. J. DESAI; S. DUTT,6,C. C. DESAI; DR. J. N. KHOSLA; M. J. DESAI; S. DUTT; Proposal for Southeast Asian regional pact | India plans to submit a proposal for a regional alliance as an alternative to SEATO. | Negotiation | 1954-08-04; Appointment of Indian delegates to Indochina Truce Commission | Indian appointees to the Indochina commission believed pro-Western. | PolicyAction,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
39,COMMUNITY:39,0,NARRATIVE:0,B. N. PONOMAREV; YUGOSLAV EMBASSY; Voluntary Labor by UAR Ambassador | Ambassador Rajab of the United Arab Republic and his staff participated in voluntary labor at a reservoir project. | Other |; Dissident Activity in North Sumatra | Dissidents are well armed and maintaining strong defensive positions. | Violence,5,B. N. PONOMAREV; YUGOSLAV EMBASSY; Voluntary Labor by UAR Ambassador | Ambassador Rajab of the United Arab Republic and his staff participated in voluntary labor at a reservoir project. | Other |; Dissident Activity in North Sumatra | Dissidents are well armed and maintaining strong defensive positions. | Violence; NEW JOURNAL,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
41,COMMUNITY:41,0,NARRATIVE:0,LIAO WEN-I; PROVISIONAL GOVERNMENT OF THE REPUBLIC OF TAIWAN; TAIWAN INDEPENDENCE PARTY; AA build-up on Quemoy and Matsu | Nationalists are building up antiaircraft artillery in response to Communist threats. | MilitaryAction,5,"LIAO WEN-I; PROVISIONAL GOVERNMENT OF THE REPUBLIC OF TAIWAN; TAIWAN INDEPENDENCE PARTY; AA build-up on Quemoy and Matsu | Nationalists are building up antiaircraft artillery in response to Communist threats. | MilitaryAction; Communist propaganda on Taiwan | Communist China emphasizes calls for Nationalist defections. | Communication | past two weeks from March 4, 1956",10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
42,COMMUNITY:42,0,NARRATIVE:0,ALGERIAN PEOPLE; LT. GEN. NAJIB AL-RUBAI; RED CRESCENT SOCIETY; Algerian settlement plan opposition | The USSR's opposition to De Gaulle's plan for an Algerian settlement. | PolicyAction,5,"ALGERIAN PEOPLE; LT. GEN. NAJIB AL-RUBAI; RED CRESCENT SOCIETY; Algerian settlement plan opposition | The USSR's opposition to De Gaulle's plan for an Algerian settlement. | PolicyAction; Rebel ministers' departure | Departure of two rebel ministers for anniversary celebrations, indicating potential closer relations with the bloc. | Travel | 1959",10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
43,COMMUNITY:43,0,NARRATIVE:0,FRENCH INDUSTRIAL FIRMS; SENATOR ROCHERAU; TENG; Delegation of Chinese engineers travel to France | Chinese engineers expected to travel to France for further discussions. | Travel | late this year or early ne,5,FRENCH INDUSTRIAL FIRMS; SENATOR ROCHERAU; TENG; Delegation of Chinese engineers travel to France | Chinese engineers expected to travel to France for further discussions. | Travel | late this year or early ne; FRENCH ECONOMIC MISSION TALKS,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
44,COMMUNITY:44,0,NARRATIVE:0,ANTONIO BLANCO RICO; FRANCISCO TABERNILLA; HAITIAN EMBASSY; MARCELO TABERNILLA,5,ANTONIO BLANCO RICO; FRANCISCO TABERNILLA; HAITIAN EMBASSY; MARCELO TABERNILLA; Gun battle at Haitian embassy | Gun battle between police and fugitives at the Haitian embassy. | Violence | 1956-10-29,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
45,COMMUNITY:45,0,NARRATIVE:0,MASAYOSHI OHIRA; OKINAWAN LEGISLATORS; RYUKYUAN LEGISLATURE; Meeting of Okinawan legislators with Ikeda | Okinawan legislators presented a resolution to Ikeda regarding representation and missile opposition | Meeting | 19,5,MASAYOSHI OHIRA; OKINAWAN LEGISLATORS; RYUKYUAN LEGISLATURE; Meeting of Okinawan legislators with Ikeda | Okinawan legislators presented a resolution to Ikeda regarding representation and missile opposition | Meeting | 19; Commonwealth Strategic Reserve maintenance | Maintenance of the Commonwealth Strategic Reserve force in Malaya | MilitaryAction,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
46,COMMUNITY:46,0,NARRATIVE:0,BERLIN FOUR-POWER CONFERENCE; HUANG HUA; KENNETH YOUNG; American aid reduction forecast | Forecast by Ambassador Allen regarding the impact of reduced US aid to India | PolicyAction | 1954-01-19,5,BERLIN FOUR-POWER CONFERENCE; HUANG HUA; KENNETH YOUNG; American aid reduction forecast | Forecast by Ambassador Allen regarding the impact of reduced US aid to India | PolicyAction | 1954-01-19; KOREAN PRISONER RELEASE NEGOTIATION,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
48,COMMUNITY:48,0,NARRATIVE:0,MOHMAND; MOHMANDS; NINGRAHAR; Murder of Afghan District Official | An Afghan district official was murdered by Mohmands. | Violence | 1958-12,5,MOHMAND; MOHMANDS; NINGRAHAR; Murder of Afghan District Official | An Afghan district official was murdered by Mohmands. | Violence | 1958-12; Troop Suppression | Kabul sent troops to suppress agitation and arrest Mohmand leaders. | MilitaryAction | 1958-12,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
50,COMMUNITY:50,0,NARRATIVE:0,GENERAL ARTEMEV; GENERAL SINILOV; SOVIET FOREIGN MINISTER MOLOTOV; YUGOSLAV CHARGE,5,GENERAL ARTEMEV; GENERAL SINILOV; SOVIET FOREIGN MINISTER MOLOTOV; YUGOSLAV CHARGE; Clarification of US intentions | Soviet Ambassador Pavlov sought clarification of US intentions during a courtesy call by Ambassador Dillon. | Communication | 1,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
53,COMMUNITY:53,0,NARRATIVE:0,DUTCH AND AUSTRALIAN OFFICIALS; LEBANESE INTERIOR MINISTRY; Attempted dynamiting of parliament | Attempted attack linked to Communist and rightist parties | Violence | 1957-11-06; Dutch-Australian cooperation statement | Statement of intent to strengthen cooperation against Indonesian demands | PolicyAction | 1957-11-06,4,DUTCH AND AUSTRALIAN OFFICIALS; LEBANESE INTERIOR MINISTRY; Attempted dynamiting of parliament | Attempted attack linked to Communist and rightist parties | Violence | 1957-11-06; Dutch-Australian cooperation statement | Statement of intent to strengthen cooperation against Indonesian demands | PolicyAction | 1957-11-06,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
54,COMMUNITY:54,0,NARRATIVE:0,NATIONAL TRADE UNION COUNCIL; WORKERS AND SOLDIERS COUNCIL OF SZOLNOK; WORKERS COMMITTEE OF GREATER MISKOLC; GENERAL STRIKE IN HUNGARY,4,NATIONAL TRADE UNION COUNCIL; WORKERS AND SOLDIERS COUNCIL OF SZOLNOK; WORKERS COMMITTEE OF GREATER MISKOLC; GENERAL STRIKE IN HUNGARY,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
60,COMMUNITY:60,0,NARRATIVE:0,AUGUSTIN MARTINEZ SANCHEZ; KRIM; MANUEL FERNANDEZ; TUNISIAN OFFICIAL,4,AUGUSTIN MARTINEZ SANCHEZ; KRIM; MANUEL FERNANDEZ; TUNISIAN OFFICIAL,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
62,COMMUNITY:62,0,NARRATIVE:0,DEPUTY PREMIER NHOUY; KHOU GOVERNMENT; MANGAL TRIBES; Kandahar disturbances | Large-scale rioting that occurred in Kandahar. | Violence | December,4,DEPUTY PREMIER NHOUY; KHOU GOVERNMENT; MANGAL TRIBES; Kandahar disturbances | Large-scale rioting that occurred in Kandahar. | Violence | December,10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS,43,This group connects 43 communities around: 10TH AIR ARMY; 10TH AIR DIVISION; 11TH ARMORED INFANTRY BRIGADE; 12TH ARMY; ALGERIANS; BAGHDAD UNIVERSITY; BANK OF KOREA; BELGIAN OFFICIALS.
